SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,06,031,California,Kings County,1,152484,84173,68311,11333,5798,5535,21627,11011,10616,8773,4471,4302,15920,9109,6811,114947,65028,49919,110751,62893,47858,69694,40603,29091,47320,28189,19131,31702,18075,13627,15809,7520,8289,11333,5798,5535,11763,5994,5769,12183,6183,6000,10432,5444,4988,11942,6970,4972,13021,7653,5368,12457,7381,5076,11728,7025,4703,10114,6130,3984,8934,5434,3500,8141,4809,3332,7893,4247,3646,6734,3585,3149,5315,2772,2543,4132,1953,2179,2775,1295,1480,1902,842,1060,1685,658,1027,32.2,32.7,31.4
050,06,031,California,Kings County,2,152797,84376,68421,11312,5778,5534,21545,10964,10581,8856,4516,4340,15939,9121,6818,115319,65275,50044,111084,63118,47966,69945,40751,29194,47497,28304,19193,31742,18112,13630,15906,7581,8325,11312,5778,5534,11696,5963,5733,12196,6191,6005,10487,5464,5023,11961,6983,4978,12995,7649,5346,12519,7411,5108,11795,7072,4723,10188,6172,4016,8954,5456,3498,8124,4809,3315,7888,4243,3645,6776,3604,3172,5355,2796,2559,4171,1970,2201,2791,1303,1488,1901,841,1060,1688,671,1017,32.3,32.8,31.5
050,06,031,California,Kings County,3,152724,83962,68762,11147,5601,5546,21286,10801,10485,9186,4705,4481,15959,9094,6865,115473,65096,50377,111105,62855,48250,70190,40663,29527,47521,28139,19382,31452,17891,13561,16173,7731,8442,11147,5601,5546,11562,5885,5677,12200,6191,6009,10624,5520,5104,12045,7004,5041,12729,7441,5288,12552,7357,5195,11951,7156,4795,10289,6185,4104,8990,5448,3542,8019,4763,3256,7649,4106,3543,6794,3574,3220,5465,2865,2600,4277,2022,2255,2822,1318,1504,1916,833,1083,1693,693,1000,32.3,32.9,31.5
050,06,031,California,Kings County,4,152776,84187,68589,10938,5508,5430,20882,10622,10260,9470,4850,4620,15823,9021,6802,116012,65505,50507,111486,63207,48279,70595,40983,29612,47793,28384,19409,31352,17889,13463,16518,7913,8605,10938,5508,5430,11455,5892,5563,11918,6002,5916,10919,5687,5232,11883,6912,4971,12689,7483,5206,12651,7423,5228,11921,7155,4766,10532,6323,4209,9074,5524,3550,7991,4758,3233,7466,4050,3416,6821,3557,3264,5583,2918,2665,4272,2045,2227,3028,1408,1620,1927,830,1097,1708,712,996,32.5,33.0,31.8
050,06,031,California,Kings County,5,153281,84763,68518,10580,5429,5151,20638,10515,10123,9617,4935,4682,15904,9082,6822,117161,66313,50848,112446,63884,48562,71178,41442,29736,48088,28658,19430,31444,17953,13491,17010,8191,8819,10580,5429,5151,11355,5874,5481,11714,5874,5840,11274,5905,5369,11816,6879,4937,12699,7500,5199,12610,7427,5183,12009,7209,4800,10770,6522,4248,9232,5617,3615,7935,4721,3214,7408,4056,3352,6869,3559,3310,5695,2997,2698,4403,2126,2277,3188,1458,1730,1966,861,1105,1758,749,1009,32.8,33.3,32.2
050,06,031,California,Kings County,6,154913,85778,69135,10569,5553,5016,20507,10421,10086,9628,4932,4696,16378,9343,7035,119043,67378,51665,114209,64872,49337,72438,42158,30280,48786,29075,19711,31560,18018,13542,17485,8436,9049,10569,5553,5016,11266,5796,5470,11595,5817,5778,11505,5976,5529,12147,7107,5040,12779,7591,5188,12938,7593,5345,12022,7218,4804,11047,6673,4374,9434,5761,3673,7956,4694,3262,7274,4024,3250,6896,3539,3357,5797,3044,2753,4553,2218,2335,3305,1514,1791,1998,879,1119,1832,781,1051,32.9,33.3,32.4
050,06,033,California,Lake County,1,68164,34196,33968,4069,2068,2001,7522,3822,3700,3210,1673,1537,4349,2308,2041,54962,27453,27509,53363,26633,26730,21848,11338,10510,15123,7795,7328,18261,8911,9350,15630,7619,8011,4069,2068,2001,4119,2089,2030,4237,2171,2066,3620,1904,1716,3105,1639,1466,3637,1893,1744,3983,2035,1948,3915,2029,1886,3588,1838,1750,3545,1741,1804,4151,2055,2096,4947,2390,2557,5618,2725,2893,5238,2526,2712,4473,2313,2160,2852,1380,1472,1670,808,862,1397,592,805,44.7,43.3,46.2
050,06,033,California,Lake County,2,68200,34211,33989,4065,2071,1994,7524,3815,3709,3228,1685,1543,4355,2301,2054,54972,27459,27513,53383,26640,26743,21885,11346,10539,15147,7806,7341,18162,8864,9298,15719,7669,8050,4065,2071,1994,4118,2082,2036,4251,2179,2072,3634,1912,1722,3104,1628,1476,3607,1879,1728,3991,2039,1952,3927,2035,1892,3622,1853,1769,3513,1727,1786,4121,2027,2094,4924,2384,2540,5604,2726,2878,5250,2536,2714,4502,2327,2175,2872,1389,1483,1682,814,868,1413,603,810,44.7,43.3,46.1
050,06,033,California,Lake County,3,68623,34329,34294,4007,2036,1971,7655,3844,3811,3338,1753,1585,4405,2296,2109,55228,27542,27686,53623,26696,26927,22420,11565,10855,15552,7978,7574,17644,8598,9046,16022,7824,8198,4007,2036,1971,4234,2113,2121,4296,2193,2103,3741,1960,1781,3127,1627,1500,3495,1811,1684,4150,2099,2051,4100,2127,1973,3807,1941,1866,3410,1698,1712,4014,1922,2092,4761,2313,2448,5459,2665,2794,5210,2497,2713,4672,2421,2251,2974,1459,1515,1716,812,904,1450,635,815,44.1,43.1,45.3
050,06,033,California,Lake County,4,68239,34140,34099,3900,1975,1925,7700,3872,3828,3444,1828,1616,4308,2240,2068,54863,27355,27508,53195,26465,26730,22449,11594,10855,15600,8001,7599,17013,8294,8719,16274,7930,8344,3900,1975,1925,4317,2151,2166,4286,2196,2090,3831,2030,1801,3018,1563,1455,3419,1762,1657,4125,2099,2026,4132,2111,2021,3924,2029,1895,3452,1737,1715,3858,1809,2049,4531,2247,2284,5172,2501,2671,5203,2498,2705,4507,2291,2216,3299,1618,1681,1795,857,938,1470,666,804,43.9,42.8,45.0
050,06,033,California,Lake County,5,67934,33939,33995,3725,1858,1867,7769,3918,3851,3464,1811,1653,4306,2255,2051,54719,27276,27443,52976,26352,26624,22444,11571,10873,15523,7936,7587,16560,8078,8482,16587,8083,8504,3725,1858,1867,4381,2204,2177,4237,2145,2092,3925,2091,1834,2996,1544,1452,3387,1760,1627,4014,2030,1984,4086,2062,2024,4036,2084,1952,3503,1764,1739,3822,1809,2013,4268,2090,2178,4967,2415,2552,5182,2508,2674,4515,2239,2276,3444,1701,1743,1930,917,1013,1516,718,798,43.9,42.8,45.0
050,06,033,California,Lake County,6,67764,33707,34057,3602,1737,1865,7759,3927,3832,3466,1791,1675,4362,2282,2080,54688,27186,27502,52937,26252,26685,22577,11559,11018,15609,7922,7687,16174,7892,8282,16792,8156,8636,3602,1737,1865,4347,2201,2146,4272,2162,2110,3945,2086,1859,3023,1551,1472,3339,1716,1623,3951,1987,1964,4163,2114,2049,4156,2105,2051,3602,1836,1766,3640,1726,1914,4108,1993,2115,4824,2337,2487,5105,2462,2643,4528,2214,2314,3551,1788,1763,2019,930,1089,1589,762,827,43.8,42.9,44.7
050,06,035,California,Lassen County,1,32733,20855,11878,1547,805,742,2845,1419,1426,1255,658,597,3079,2301,778,27709,18295,9414,27086,17973,9113,15415,11336,4079,11393,8552,2841,7786,4735,3051,4828,2385,2443,1547,805,742,1573,781,792,1584,813,771,1524,869,655,2498,1915,583,3245,2521,724,3067,2311,756,2733,2012,721,2348,1708,640,2213,1524,689,1907,1215,692,1845,1050,795,1821,946,875,1698,861,837,1370,687,683,804,412,392,479,221,258,477,204,273,37.4,36.0,41.5
050,06,035,California,Lassen County,2,32319,20445,11874,1536,795,741,2858,1421,1437,1248,654,594,3009,2233,776,27296,17893,9403,26677,17575,9102,15103,11023,4080,11157,8308,2849,7673,4647,3026,4838,2387,2451,1536,795,741,1588,787,801,1581,806,775,1516,863,653,2430,1852,578,3161,2436,725,3012,2251,761,2684,1962,722,2300,1659,641,2172,1492,680,1869,1184,685,1829,1035,794,1803,936,867,1685,848,837,1383,696,687,810,417,393,480,222,258,480,204,276,37.4,36.1,41.4
050,06,035,California,Lassen County,3,31884,19929,11955,1532,799,733,2939,1469,1470,1225,631,594,2857,2110,747,26806,17344,9462,26188,17030,9158,14674,10563,4111,10895,7976,2919,7432,4491,2941,5004,2453,2551,1532,799,733,1653,837,816,1589,786,803,1488,840,648,2291,1747,544,3044,2294,750,2990,2211,779,2654,1915,739,2207,1556,651,2074,1434,640,1821,1128,693,1755,985,770,1782,944,838,1656,818,838,1461,739,722,866,438,428,504,233,271,517,225,292,37.5,36.2,41.3
050,06,035,California,Lassen County,4,30401,18685,11716,1474,797,677,2905,1480,1425,1240,630,610,2602,1899,703,25400,16105,9295,24782,15778,9004,13505,9531,3974,9991,7156,2835,7021,4199,2822,5168,2524,2644,1474,797,677,1637,851,786,1596,783,813,1469,828,641,2045,1547,498,2680,1989,691,2775,1999,776,2476,1740,736,2060,1428,632,1947,1328,619,1696,1025,671,1641,904,737,1737,942,795,1679,816,863,1446,732,714,992,493,499,529,257,272,522,226,296,38.1,36.6,41.9
050,06,035,California,Lassen County,5,28838,17333,11505,1408,759,649,2766,1414,1352,1262,640,622,2404,1700,704,24010,14842,9168,23402,14520,8882,12469,8553,3916,9133,6374,2759,6601,3866,2735,5264,2580,2684,1408,759,649,1549,805,744,1547,770,777,1480,809,671,1856,1370,486,2380,1731,649,2481,1736,745,2309,1596,713,1963,1311,652,1814,1206,608,1586,937,649,1526,832,694,1675,891,784,1649,819,830,1473,736,737,1060,525,535,558,271,287,524,229,295,38.7,37.2,42.3
050,06,035,California,Lassen County,6,28340,16950,11390,1353,722,631,2743,1396,1347,1254,652,602,2383,1673,710,23613,14499,9114,22990,14180,8810,12219,8330,3889,8885,6169,2716,6371,3725,2646,5351,2613,2738,1353,722,631,1522,808,714,1524,752,772,1507,835,672,1827,1326,501,2216,1602,614,2425,1702,723,2257,1553,704,1987,1312,675,1760,1160,600,1557,922,635,1431,794,637,1623,849,774,1579,791,788,1522,754,768,1106,533,573,612,303,309,532,232,300,39.0,37.3,42.6
050,06,037,California,Los Angeles County,1,10017401,4969035,5048366,554913,283438,271475,1090962,560535,530427,492322,251675,240647,909436,457556,451880,8125934,3999343,4126591,7879204,3873387,4005817,4280468,2171208,2109260,3001638,1524914,1476724,2559577,1270792,1288785,1408553,620125,788428,554913,283438,271475,594309,305056,289253,619581,318416,301165,621122,315820,305302,657708,330474,327234,804434,405695,398739,807404,413550,393854,725643,370895,354748,664157,334774,329383,665886,332962,332924,662298,332871,329427,649103,321915,327188,582290,283044,299246,468196,220591,247605,358414,162664,195750,240928,105136,135792,164112,68087,96025,176903,63647,113256,37.4,36.5,38.3
050,06,037,California,Los Angeles County,2,9996634,4957974,5038660,547097,279436,267661,1084395,557156,527239,492007,251607,240400,904827,454938,449889,8119282,3995433,4123849,7873135,3869775,4003360,4270739,2166002,2104737,2997211,1522665,1474546,2555186,1268631,1286555,1415911,623541,792370,547097,279436,267661,590733,303264,287469,616968,317100,299868,618992,314622,304370,654536,328715,325821,797683,402229,395454,809051,414017,395034,725581,370978,354603,664896,335441,329455,661692,330644,331048,662319,332913,329406,647384,321178,326206,583791,283896,299895,470780,221901,248879,361702,164074,197628,242189,105601,136588,164600,68362,96238,176640,63603,113037,37.5,36.6,38.4
050,06,037,California,Los Angeles County,3,9809239,4861913,4947326,512402,261181,251221,1053041,541114,511927,489026,250572,238454,854371,431111,423260,7997991,3933385,4064606,7754770,3809046,3945724,4158072,2110396,2047676,2938730,1492505,1446225,2519755,1250257,1269498,1441914,635173,806741,512402,261181,251221,574644,295292,279352,602452,309614,292838,598193,305219,292974,621149,312672,308477,756914,381001,375913,803066,409858,393208,717363,367442,349921,661387,334204,327183,639574,318920,320654,660298,331375,328923,635746,315441,320305,584137,284521,299616,479755,226355,253400,374977,169728,205249,247399,107644,139755,165595,68545,97050,174188,62901,111287,38.0,37.1,39.0
050,06,037,California,Los Angeles County,4,9748447,4826489,4921958,491044,250419,240625,1023233,525290,497943,489780,251307,238473,863566,434127,429439,7987079,3923759,4063320,7744390,3799473,3944917,4141185,2099395,2041790,2911499,1477626,1433873,2488972,1234469,1254503,1480353,653251,827102,491044,250419,240625,560140,287492,272648,586753,301463,285290,608563,309702,298861,621123,312067,309056,735262,369000,366262,800088,407014,393074,714697,366621,348076,661452,334991,326461,627037,312194,314843,653582,327446,326136,624344,309923,314421,584009,284906,299103,489695,231407,258288,377895,170943,206952,266483,116602,149881,170313,70449,99864,175967,63850,112117,38.2,37.3,39.2
050,06,037,California,Los Angeles County,5,9731837,4815897,4915940,479738,244986,234752,1002397,514240,488157,486776,249806,236970,866078,435713,430365,8008357,3932656,4075701,7762926,3806865,3956061,4139441,2097630,2041811,2904359,1472544,1431815,2467342,1223662,1243680,1525147,674946,850201,479738,244986,234752,545859,280022,265837,574310,294651,279659,615313,313660,301653,619769,311426,308343,721248,361470,359778,796706,403938,392768,721042,369641,351401,665363,337495,327868,621446,309657,311789,644074,321667,322407,615988,306339,309649,585834,285999,299835,500723,237177,263546,387443,176074,211369,279494,122357,157137,177631,73737,103894,179856,65601,114255,38.5,37.6,39.5
050,06,037,California,Los Angeles County,6,9757179,4825920,4931259,474835,242832,232003,986753,505698,481055,483358,248181,235177,871176,439091,432085,8061369,3957144,4104225,7812233,3829209,3983024,4148472,2100800,2047672,2909867,1473129,1436738,2456016,1218367,1237649,1575174,698622,876552,474835,242832,232003,533173,272831,260342,569509,292468,277041,616715,314528,302187,621890,313143,308747,709294,354312,354982,792381,400743,391638,737547,377433,360114,670645,340641,330004,620012,309455,310557,633726,315656,318070,613151,305134,308017,589127,288122,301005,510131,242140,267991,400846,183119,217727,294190,128682,165508,185245,77001,108244,184762,67680,117082,38.7,37.9,39.7
050,06,039,California,Madera County,1,156254,76051,80203,10997,5679,5318,22507,11426,11081,9721,4865,4856,14289,7073,7216,117770,56443,61327,113029,54081,58948,63007,30170,32837,41539,19508,22031,35035,16950,18085,22166,10550,11616,10997,5679,5318,12251,6246,6005,12798,6456,6342,11333,5735,5598,10135,4927,5208,10889,5144,5745,10574,5007,5567,10438,4926,5512,9638,4431,5207,9139,4237,4902,8613,4214,4399,8778,4362,4416,8505,4137,4368,7583,3699,3884,6106,2962,3144,3901,1851,2050,2422,1140,1282,2154,898,1256,34.6,33.8,35.3
050,06,039,California,Madera County,2,156434,76302,80132,10943,5669,5274,22502,11423,11079,9807,4912,4895,14310,7099,7211,117953,56679,61274,113182,54298,58884,63112,30322,32790,41558,19599,21959,35013,16988,18025,22301,10612,11689,10943,5669,5274,12251,6250,6001,12814,6461,6353,11403,5767,5636,10151,4956,5195,10805,5121,5684,10615,5050,5565,10444,4956,5488,9694,4472,5222,9093,4228,4865,8614,4224,4390,8769,4376,4393,8537,4160,4377,7608,3706,3902,6168,2992,3176,3916,1862,2054,2441,1148,1293,2168,904,1264,34.6,33.9,35.3
050,06,039,California,Madera County,3,159019,77858,81161,10798,5622,5176,22603,11545,11058,10213,5143,5070,14705,7302,7403,120362,58024,62338,115405,55548,59857,65101,31432,33669,42837,20332,22505,35157,17083,18074,22706,10831,11875,10798,5622,5176,12305,6292,6013,12952,6598,6354,11773,5938,5835,10491,5162,5329,10820,5090,5730,11088,5351,5737,10775,5151,5624,10154,4740,5414,9129,4224,4905,8781,4314,4467,8657,4341,4316,8590,4204,4386,7694,3752,3942,6426,3140,3286,3977,1878,2099,2513,1173,1340,2096,888,1208,34.7,33.9,35.4
050,06,039,California,Madera County,4,160414,78606,81808,10739,5543,5196,22600,11621,10979,10568,5314,5254,14914,7364,7550,121750,58772,62978,116507,56128,60379,66253,32033,34220,43420,20679,22741,35037,17037,18000,23136,11048,12088,10739,5543,5196,12269,6307,5962,12980,6638,6342,12213,6142,6071,10620,5212,5408,10712,5007,5705,11336,5499,5837,10888,5264,5624,10484,4909,5575,9179,4287,4892,8854,4343,4511,8480,4267,4213,8524,4140,4384,7819,3826,3993,6361,3098,3263,4365,2053,2312,2531,1186,1345,2060,885,1175,34.7,34.0,35.3
050,06,039,California,Madera County,5,163402,79827,83575,10848,5594,5254,22507,11578,10929,10749,5432,5317,15470,7609,7861,124725,59981,64744,119298,57223,62075,68254,32886,35368,44664,21186,23478,35410,17135,18275,23754,11293,12461,10848,5594,5254,12223,6273,5950,12913,6646,6267,12636,6376,6260,10954,5324,5630,10922,5081,5841,11661,5583,6078,11143,5371,5772,10938,5151,5787,9531,4403,5128,8973,4366,4607,8376,4228,4148,8530,4138,4392,7858,3844,4014,6544,3203,3341,4618,2109,2509,2634,1217,1417,2100,920,1180,34.8,34.1,35.5
050,06,039,California,Madera County,6,165432,80823,84609,10837,5544,5293,22354,11513,10841,10761,5463,5298,16101,7916,8185,126978,61068,65910,121480,58303,63177,69642,33636,36006,45402,21609,23793,35677,17276,18401,24300,11502,12798,10837,5544,5293,12073,6232,5841,12903,6633,6270,12929,6564,6365,11311,5463,5848,11186,5270,5916,11824,5677,6147,11292,5404,5888,11100,5258,5842,9887,4606,5281,8955,4316,4639,8324,4211,4113,8511,4143,4368,7831,3838,3993,6725,3281,3444,4862,2209,2653,2700,1214,1486,2182,960,1222,34.9,34.2,35.5
050,06,041,California,Marin County,1,262325,129307,133018,11862,6062,5800,27161,13789,13372,14117,7173,6944,17520,8860,8660,216302,105902,110400,209185,102283,106902,81755,42101,39654,53634,27850,25784,79437,39270,40167,58594,26303,32291,11862,6062,5800,13825,6949,6876,16852,8622,8230,16251,8298,7953,11870,5953,5917,10735,5775,4960,11930,6370,5560,14732,7529,7203,16237,8176,8061,18997,9545,9452,21073,10549,10524,20167,9978,10189,19200,9198,10002,18113,8355,9758,15842,7239,8603,11017,5131,5886,6528,2896,3632,7094,2682,4412,47.0,45.5,48.3
050,06,041,California,Marin County,2,261341,128556,132785,11754,6025,5729,26898,13665,13233,14080,7147,6933,17533,8849,8684,215689,105318,110371,208609,101719,106890,81383,41739,39644,53281,27518,25763,78957,38941,40016,58838,26411,32427,11754,6025,5729,13763,6920,6843,16646,8520,8126,16250,8296,7954,11852,5925,5927,10652,5695,4957,11877,6296,5581,14620,7447,7173,16132,8080,8052,18678,9362,9316,21000,10485,10515,20105,9918,10187,19174,9176,9998,18099,8357,9742,15891,7255,8636,11147,5176,5971,6589,2934,3655,7112,2689,4423,47.1,45.6,48.4
050,06,041,California,Marin County,3,259254,127134,132120,11410,5873,5537,25762,13136,12626,13941,7097,6844,17943,9094,8849,215159,104589,110570,208141,101028,107113,81523,41571,39952,53111,27145,25966,77174,37874,39300,59913,26915,32998,11410,5873,5537,13460,6813,6647,15774,8088,7686,16285,8325,7960,12127,6101,6026,10583,5517,5066,11900,6158,5742,14607,7456,7151,16021,8014,8007,17528,8718,8810,20740,10312,10428,19766,9715,10051,19140,9129,10011,17876,8306,9570,16344,7435,8909,11664,5349,6315,6892,3097,3795,7137,2728,4409,47.2,45.8,48.6
050,06,041,California,Marin County,4,257143,126336,130807,11378,5793,5585,24708,12624,12084,13783,7064,6719,18146,9334,8812,214219,104378,109841,207274,100855,106419,80679,41441,39238,52151,26810,25341,75718,37253,38465,61259,27458,33801,11378,5793,5585,13138,6720,6418,14971,7671,7300,16220,8317,7903,12308,6314,5994,10203,5289,4914,11604,6068,5536,14407,7417,6990,15937,8036,7901,16933,8411,8522,20305,10081,10224,19446,9647,9799,19034,9114,9920,17584,8198,9386,16083,7270,8813,12817,5822,6995,7472,3355,4117,7303,2813,4490,47.6,46.0,49.1
050,06,041,California,Marin County,5,255706,125883,129823,11129,5618,5511,23988,12277,11711,13452,6922,6530,18756,9569,9187,214037,104610,109427,207137,101066,106071,80326,41515,38811,51261,26620,24641,74562,36851,37711,62558,28026,34532,11129,5618,5511,12787,6583,6204,14344,7290,7054,16110,8318,7792,12955,6577,6378,10069,5342,4727,11268,5936,5332,14061,7287,6774,15863,8055,7808,16568,8359,8209,19726,9710,10016,19442,9698,9744,18826,9084,9742,17386,8117,9269,16176,7283,8893,13221,5948,7273,8256,3694,4562,7519,2984,4535,47.9,46.2,49.5
050,06,041,California,Marin County,6,256400,125893,130507,11155,5593,5562,23648,12124,11524,13035,6734,6301,19566,9899,9667,215497,105036,110461,208562,101442,107120,80995,41592,39403,51317,26478,24839,73604,36364,37240,64075,28701,35374,11155,5593,5562,12567,6529,6038,14004,7114,6890,15949,8223,7726,13729,6891,6838,10328,5416,4912,11377,5901,5476,13769,7174,6595,15843,7987,7856,16260,8202,8058,19083,9398,9685,19579,9701,9878,18682,9063,9619,17372,8126,9246,16307,7335,8972,13681,6119,7562,8863,3963,4900,7852,3158,4694,47.9,46.3,49.6
050,06,043,California,Mariposa County,1,17128,8644,8484,746,372,374,1479,732,747,680,341,339,955,525,430,14541,7361,7180,14223,7199,7024,4989,2596,2393,3539,1818,1721,4779,2385,2394,4950,2471,2479,746,372,374,818,410,408,846,410,436,787,418,369,663,360,303,867,434,433,951,495,456,897,479,418,824,410,414,813,432,381,935,459,476,1362,675,687,1669,819,850,1553,765,788,1369,719,650,945,473,472,587,300,287,496,214,282,52.0,51.2,52.7
050,06,043,California,Mariposa County,2,17133,8629,8504,755,374,381,1489,738,751,674,332,342,948,516,432,14536,7346,7190,14215,7185,7030,5010,2599,2411,3565,1834,1731,4734,2358,2376,4968,2477,2491,755,374,381,824,409,415,842,412,430,783,410,373,662,355,307,869,433,436,961,500,461,907,487,420,828,414,414,808,425,383,925,457,468,1343,667,676,1658,809,849,1549,764,785,1374,713,661,951,478,473,591,303,288,503,219,284,51.9,51.1,52.6
050,06,043,California,Mariposa County,3,17136,8616,8520,774,383,391,1551,788,763,691,322,369,903,492,411,14467,7289,7178,14120,7123,6997,5016,2593,2423,3587,1852,1735,4570,2256,2314,5060,2523,2537,774,383,391,853,429,424,863,432,431,799,399,400,630,342,288,826,407,419,981,509,472,940,506,434,840,430,410,797,396,401,911,453,458,1236,618,618,1626,789,837,1547,773,774,1422,713,709,959,483,476,620,326,294,512,228,284,51.5,50.8,52.3
050,06,043,California,Mariposa County,4,17095,8640,8455,761,383,378,1551,807,744,706,334,372,932,520,412,14435,7286,7149,14077,7116,6961,5131,2660,2471,3675,1896,1779,4342,2147,2195,5128,2553,2575,761,383,378,852,444,408,881,453,428,802,394,408,654,370,284,836,415,421,1007,501,506,946,501,445,886,479,407,786,396,390,888,437,451,1134,569,565,1534,745,789,1553,779,774,1374,673,701,1019,522,497,654,346,308,528,233,295,50.8,49.8,51.8
050,06,043,California,Mariposa County,5,16996,8609,8387,771,393,378,1539,777,762,710,342,368,904,500,404,14320,7251,7069,13976,7097,6879,5146,2674,2472,3713,1927,1786,4119,2079,2040,5240,2591,2649,771,393,378,809,402,407,911,470,441,801,386,415,632,361,271,814,430,384,1018,482,536,992,530,462,889,485,404,774,398,376,840,426,414,1059,527,532,1446,728,718,1568,780,788,1360,663,697,1022,529,493,712,359,353,578,260,318,50.6,49.6,51.5
050,06,043,California,Mariposa County,6,17048,8692,8356,714,364,350,1520,771,749,707,360,347,958,525,433,14466,7370,7096,14107,7197,6910,5328,2819,2509,3832,2026,1806,3974,2007,1967,5343,2639,2704,714,364,350,806,397,409,883,466,417,815,407,408,681,386,295,798,451,347,1061,508,553,1023,546,477,950,521,429,801,416,385,835,425,410,989,488,501,1349,678,671,1582,785,797,1366,680,686,1062,551,511,728,356,372,605,267,338,49.9,48.5,51.4
050,06,045,California,Mendocino County,1,91587,45616,45971,5050,2576,2474,10111,5164,4947,4422,2224,2198,6283,3245,3038,74206,36739,37467,72004,35652,36352,30872,15814,15058,21283,10913,10370,23229,11556,11673,21209,9938,11271,5050,2576,2474,5509,2759,2750,5718,2973,2745,5178,2627,2551,4411,2274,2137,4944,2584,2360,5089,2575,2514,5722,2901,2821,5528,2853,2675,5333,2716,2617,5242,2634,2608,5900,2899,3001,6754,3307,3447,7141,3370,3771,6499,3185,3314,3640,1775,1865,1928,902,1026,2001,706,1295,43.7,42.7,44.9
050,06,045,California,Mendocino County,2,91362,45500,45862,4995,2557,2438,10076,5138,4938,4431,2238,2193,6265,3231,3034,74065,36666,37399,71860,35567,36293,30787,15771,15016,21211,10875,10336,23071,11471,11600,21313,9990,11323,4995,2557,2438,5500,2751,2749,5696,2960,2736,5181,2627,2554,4395,2269,2126,4892,2558,2334,5081,2564,2517,5687,2884,2803,5551,2869,2682,5312,2702,2610,5242,2629,2613,5815,2857,2958,6702,3283,3419,7096,3352,3744,6557,3210,3347,3702,1801,1901,1950,910,1040,2008,717,1291,43.8,42.7,45.0
050,06,045,California,Mendocino County,3,91303,45312,45991,4823,2419,2404,9979,5053,4926,4458,2280,2178,6355,3246,3109,74263,36685,37578,72043,35560,36483,30954,15782,15172,21273,10850,10423,22652,11275,11377,21763,10189,11574,4823,2419,2404,5446,2688,2758,5665,2959,2706,5222,2644,2578,4459,2288,2171,4815,2482,2333,5172,2594,2578,5570,2821,2749,5716,2953,2763,5225,2673,2552,5318,2649,2669,5529,2731,2798,6580,3222,3358,6921,3253,3668,6856,3331,3525,3951,1931,2020,2035,951,1084,2000,723,1277,43.9,43.0,44.9
050,06,045,California,Mendocino County,4,90027,44744,45283,4618,2331,2287,9748,4930,4818,4498,2344,2154,6280,3240,3040,73378,36265,37113,71163,35139,36024,30241,15387,14854,20622,10428,10194,22098,11071,11027,22163,10400,11763,4618,2331,2287,5312,2608,2704,5595,2947,2648,5168,2670,2498,4451,2289,2162,4543,2324,2219,5071,2553,2518,5316,2644,2672,5692,2907,2785,5236,2728,2508,5270,2630,2640,5307,2634,2673,6285,3079,3206,6762,3216,3546,6682,3167,3515,4557,2247,2310,2186,1017,1169,1976,753,1223,44.3,43.4,45.3
