SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,06,061,California,Placer County,2,405951,199544,206407,20805,10698,10107,47161,23947,23214,22388,11501,10887,29229,15103,14126,326822,159198,167624,315597,153398,162199,144240,73059,71181,98210,49312,48898,107635,52890,54745,80523,36093,44430,20805,10698,10107,25000,12725,12275,27748,14079,13669,25598,13299,12299,20432,10448,9984,20588,10455,10133,22880,11485,11395,27493,13616,13877,27249,13756,13493,26412,13151,13261,26693,13239,13454,27808,13706,14102,26722,12794,13928,24374,11333,13041,21837,10077,11760,15156,6770,8386,9663,4235,5428,9493,3678,5815,42.2,41.0,43.5
050,06,061,California,Placer County,3,412968,203041,209927,20675,10715,9960,47231,24075,23156,22761,11663,11098,29864,15412,14452,333601,162390,171211,322301,156588,165713,148246,74993,73253,101373,50859,50514,108284,53289,54995,82780,37028,45752,20675,10715,9960,25219,12870,12349,27764,14146,13618,25976,13464,12512,20897,10670,10227,21112,10725,10387,23777,11917,11860,27883,13753,14130,28601,14464,14137,26084,13035,13049,27467,13645,13822,27307,13414,13893,27426,13195,14231,24701,11441,13260,22811,10520,12291,15720,6993,8727,10019,4395,5624,9529,3679,5850,42.2,41.1,43.5
050,06,061,California,Placer County,4,418439,205557,212882,20951,10814,10137,47573,24419,23154,22947,11717,11230,29939,15562,14377,338352,164437,173915,326968,158607,168361,150467,75958,74509,103335,51602,51733,108158,53280,54878,85536,38163,47373,20951,10814,10137,25612,13143,12469,27715,14199,13516,26146,13559,12587,20986,10797,10189,21133,10655,10478,24203,12012,12191,28179,13911,14268,29820,15024,14796,26416,13226,13190,27652,13717,13935,26519,13051,13468,27571,13286,14285,25254,11655,13599,22494,10312,12182,17506,7803,9703,10661,4654,6007,9621,3739,5882,42.3,41.2,43.5
050,06,061,California,Placer County,5,424599,208867,215732,20845,10759,10086,47519,24578,22941,23113,11754,11359,30802,16066,14736,344721,167683,177038,333122,161776,171346,153376,77513,75863,105125,52568,52557,108577,53666,54911,88618,39476,49142,20845,10759,10086,25801,13352,12449,27382,14101,13281,26533,13699,12834,21718,11246,10472,21214,10685,10529,24651,12262,12389,28508,14120,14388,30752,15501,15251,27290,13758,13532,27596,13671,13925,26147,12867,13280,27544,13370,14174,25907,11932,13975,22907,10468,12439,18385,8210,10175,11435,4918,6517,9984,3948,6036,42.5,41.4,43.7
050,06,061,California,Placer County,6,433822,213341,220481,20808,10673,10135,48183,25021,23162,23489,11886,11603,31709,16514,15195,353303,171815,181488,341342,165761,175581,157325,79447,77878,107869,53912,53957,109828,54307,55521,91936,41028,50908,20808,10673,10135,26008,13489,12519,27917,14397,13520,27041,13914,13127,22415,11621,10794,21748,10840,10908,25280,12596,12684,29034,14482,14552,31807,15994,15813,28455,14409,14046,27388,13554,13834,26210,12868,13342,27775,13476,14299,26545,12339,14206,23420,10681,12739,19361,8662,10699,12119,5192,6927,10491,4154,6337,42.6,41.5,43.8
050,06,063,California,Plumas County,1,19800,9963,9837,943,477,466,1769,927,842,828,408,420,981,513,468,16684,8358,8326,16260,8151,8109,5566,2779,2787,3952,1962,1990,5472,2687,2785,5855,2989,2866,943,477,466,922,472,450,1042,559,483,930,459,471,684,358,326,874,428,446,1030,510,520,1058,517,541,990,507,483,917,487,430,1077,539,538,1534,749,785,1944,912,1032,2072,1067,1005,1664,855,809,1077,574,503,595,308,287,447,185,262,52.6,52.1,53.1
050,06,063,California,Plumas County,2,19761,9933,9828,923,463,460,1773,929,844,828,409,419,985,515,470,16662,8338,8324,16237,8132,8105,5565,2775,2790,3949,1956,1993,5415,2659,2756,5888,3002,2886,923,463,460,928,470,458,1042,564,478,931,461,470,685,358,327,861,419,442,1029,511,518,1056,516,540,1003,510,493,910,479,431,1063,534,529,1517,738,779,1925,908,1017,2082,1066,1016,1682,865,817,1085,578,507,591,305,286,448,188,260,52.6,52.1,53.1
050,06,063,California,Plumas County,3,19965,10025,9940,863,430,433,1797,921,876,843,431,412,1011,528,483,16891,8446,8445,16462,8243,8219,5713,2852,2861,4072,2007,2065,5315,2627,2688,6064,3081,2983,863,430,433,980,478,502,1030,557,473,936,472,464,705,373,332,871,412,459,1061,538,523,1080,532,548,1060,525,535,902,469,433,1023,523,500,1462,702,760,1928,933,995,2087,1045,1042,1770,924,846,1121,602,519,621,306,315,465,204,261,52.5,52.1,52.9
050,06,063,California,Plumas County,4,19433,9761,9672,770,385,385,1717,883,834,838,443,395,967,503,464,16522,8264,8258,16108,8050,8058,5484,2752,2732,3903,1926,1977,5038,2480,2558,6200,3141,3059,770,385,385,978,483,495,963,520,443,922,489,433,659,337,322,778,377,401,1032,521,511,1071,531,540,1022,497,525,903,464,439,972,509,463,1343,618,725,1820,889,931,2052,1018,1034,1772,921,851,1213,640,573,662,334,328,501,228,273,53.3,52.7,53.8
050,06,063,California,Plumas County,5,19120,9561,9559,733,360,373,1683,841,842,806,448,358,967,496,471,16284,8126,8158,15898,7912,7986,5404,2703,2701,3832,1869,1963,4806,2373,2433,6293,3174,3119,733,360,373,985,482,503,899,469,430,918,503,415,654,331,323,728,357,371,998,489,509,1070,514,556,1036,509,527,933,486,447,931,483,448,1224,571,653,1718,833,885,1974,956,1018,1823,960,863,1278,644,634,701,371,330,517,243,274,53.4,53.1,53.7
050,06,063,California,Plumas County,6,18834,9437,9397,681,330,351,1640,818,822,796,435,361,966,503,463,16127,8087,8040,15717,7854,7863,5333,2671,2662,3760,1830,1930,4649,2336,2313,6342,3185,3157,681,330,351,955,461,494,874,454,420,908,501,407,665,340,325,656,335,321,973,473,500,1093,513,580,1038,509,529,980,506,474,891,466,425,1103,533,570,1675,831,844,1872,880,992,1861,976,885,1315,669,646,755,398,357,539,262,277,53.5,53.4,53.5
050,06,065,California,Riverside County,1,2419967,1214672,1205295,147018,75418,71600,309887,158623,151264,143881,73352,70529,226234,115197,111037,1890911,943739,947172,1819181,907279,911902,985909,502731,483178,652069,332705,319364,582098,293636,288462,358780,165741,193039,147018,75418,71600,164508,84036,80472,181654,93110,88544,174818,89116,85702,159022,80910,78112,167873,86387,81486,165258,84737,80521,165550,84477,81073,153388,77104,76284,148801,74717,74084,148299,75657,72642,149141,75240,73901,135857,68022,67835,113198,54341,58857,95042,44846,50196,66659,30490,36169,43707,19742,23965,40174,16322,23852,36.5,35.8,37.3
050,06,065,California,Riverside County,2,2424663,1216642,1208021,146235,75062,71173,308944,158177,150767,144559,73698,70861,226565,115252,111313,1896805,946269,950536,1824925,909705,915220,988220,503675,484545,653721,333416,320305,582996,293873,289123,361643,167164,194479,146235,75062,71173,164202,83857,80345,181367,93011,88356,175127,89263,85864,159372,80996,78376,167514,86095,81419,166148,85123,81025,165729,84619,81110,154330,77579,76751,148568,74468,74100,148571,75715,72856,149184,75255,73929,136673,68435,68238,114286,54943,59343,95867,45223,50644,67089,30678,36411,43949,19823,24126,40452,16497,23955,36.6,35.9,37.3
050,06,065,California,Riverside County,3,2455225,1231787,1223438,145179,74348,70831,308277,157911,150366,147532,75336,72196,226746,115451,111295,1926947,961350,965597,1854237,924192,930045,1006689,513724,492965,670230,342246,327984,587372,295517,291855,369889,170978,198911,145179,74348,70831,165404,84377,81027,180692,92843,87849,175302,89507,85795,161157,81971,79186,168467,86342,82125,172288,88105,84183,169352,86943,82409,160123,80856,79267,148141,73964,74177,150802,76402,74400,148703,75161,73542,139726,69990,69736,117275,56601,60674,98880,46458,52422,68635,31321,37314,44610,19906,24704,40489,16692,23797,36.8,36.1,37.5
050,06,065,California,Riverside County,4,2479628,1243705,1235923,143908,73566,70342,305169,156100,149069,149696,76579,73117,232180,118118,114062,1954497,975031,979466,1880855,937460,943395,1022060,521566,500494,678241,346483,331758,589450,296507,292943,380984,176352,204632,143908,73566,70342,165398,84267,81131,177828,91447,86381,181356,92512,88844,162463,82571,79892,166465,85359,81106,175974,89583,86391,170638,87819,82819,165164,83722,81442,149275,74701,74574,151607,76505,75102,147106,74424,72682,141462,70877,70585,121043,58694,62349,98396,46116,52280,74616,34279,40337,45963,20339,25624,40966,16924,24042,37.0,36.3,37.7
050,06,065,California,Riverside County,5,2503549,1256419,1247130,143324,73309,70015,302394,154494,147900,150054,76760,73294,234092,119221,114871,1983309,990323,992986,1907777,951856,955921,1034924,528964,505960,687056,351592,335464,592741,298309,294432,393888,182734,211154,143324,73309,70015,164040,83615,80425,174632,89488,85144,184296,94192,90104,163572,83180,80392,165481,84687,80794,178113,90906,87207,172991,89034,83957,170471,86965,83506,152157,76331,75826,151449,76225,75224,146309,74192,72117,142826,71561,71265,125010,61035,63975,100221,46893,53328,77732,35864,41868,48724,21464,27260,42201,17478,24723,37.3,36.6,38.0
050,06,065,California,Riverside County,6,2529933,1268804,1261129,143188,73282,69906,299511,152822,146689,148897,76265,72632,237354,121009,116345,2015188,1005764,1009424,1938337,966435,971902,1045914,534375,511539,695242,355327,339915,597721,300293,297428,408020,189806,218214,143188,73282,69906,161907,82658,79249,173183,88390,84793,185124,94791,90333,165548,84257,81291,165458,84426,81032,179678,91542,88136,176134,90427,85707,173972,88932,85040,155737,78108,77629,150924,75713,75211,145983,73870,72113,145077,72602,72475,128532,63180,65352,103615,48631,54984,81018,37415,43603,51071,22466,28605,43784,18114,25670,37.6,36.9,38.2
050,06,067,California,Sacramento County,1,1585030,781045,803985,97890,50331,47559,189210,96993,92217,84289,42763,41526,131556,66998,64558,1255213,611856,643357,1213641,590958,622683,659630,332322,327308,465376,233680,231696,388448,190143,198305,228261,100137,128124,97890,50331,47559,102610,52412,50198,108191,55700,52491,99261,50602,48659,94993,48040,46953,120751,60426,60325,125452,63199,62253,117023,59038,57985,102150,51017,51133,98008,48470,49538,97059,48238,48821,100543,49084,51459,92838,44351,48487,77565,35761,41804,61069,27728,33341,38241,16618,21623,24932,10313,14619,26454,9717,16737,36.8,35.8,37.8
050,06,067,California,Sacramento County,2,1586727,781718,805009,97325,50032,47293,188632,96689,91943,84669,43031,41638,131636,66912,64724,1257837,612992,644845,1216101,591966,624135,660865,332856,328009,466257,234086,232171,388217,190038,198179,229991,100930,129061,97325,50032,47293,102410,52310,50100,107919,55552,52367,99604,50779,48825,95004,47991,47013,119957,60067,59890,125987,63424,62563,117433,59180,58253,102880,51415,51465,97727,48321,49406,97218,48292,48926,100122,48901,51221,93150,44524,48626,78046,35993,42053,61758,28030,33728,38618,16797,21821,25076,10369,14707,26493,9741,16752,36.9,35.9,37.9
050,06,067,California,Sacramento County,3,1588824,782207,806617,95003,48800,46203,186431,95458,90973,85637,43737,41900,130065,65782,64283,1263857,615554,648303,1221753,594212,627541,664457,334548,329909,470682,236355,234327,384870,188292,196578,236136,103783,132353,95003,48800,46203,101802,51934,49868,106556,54850,51706,99369,50635,48734,94406,47558,46848,116774,58570,58204,128392,64452,63940,119433,60240,59193,106083,53093,52990,96007,47525,48482,97616,48354,49262,97430,47530,49900,93817,44883,48934,79459,36713,42746,64642,29283,35359,40000,17437,22563,25677,10589,15088,26358,9761,16597,37.1,36.2,38.2
050,06,067,California,Sacramento County,4,1588743,782397,806346,93727,48247,45480,183519,93918,89601,86354,44414,41940,130874,66314,64560,1267722,617586,650136,1225143,595818,629325,666183,335963,330220,470935,236594,234341,380873,186503,194370,242461,106407,136054,93727,48247,45480,101130,51748,49382,104369,53529,50840,101221,51911,49310,94027,47458,46569,113104,56811,56293,128717,64435,64282,120184,60755,59429,108930,54593,54337,95547,47397,48150,97179,48116,49063,94690,46127,48563,93457,44863,48594,80563,37243,43320,64757,29212,35545,44229,19378,24851,26462,10834,15628,26450,9740,16710,37.4,36.4,38.4
050,06,067,California,Sacramento County,5,1594506,785233,809273,92740,47693,45047,182263,93383,88880,86062,44370,41692,132592,67279,65313,1276638,622027,654611,1233441,599787,633654,670398,338361,332037,472727,237511,235216,378310,185269,193041,249812,109728,140084,92740,47693,45047,100544,51690,48854,102702,52492,50210,103076,53198,49878,94595,47652,46943,109996,55207,54789,128399,64242,64157,121903,61675,60228,112429,56387,56042,96338,47867,48471,96318,47542,48776,92443,45189,47254,93211,44671,48540,81791,37929,43862,65890,29571,36319,47232,20836,26396,28003,11490,16513,26896,9902,16994,37.6,36.6,38.7
050,06,067,California,Sacramento County,6,1611231,793210,818021,92064,47302,44762,182674,93511,89163,85571,44122,41449,135212,68631,66581,1294617,630882,663735,1250922,608275,642647,678047,342245,335802,478085,240187,237898,379186,185824,193362,258439,113633,144806,92064,47302,44762,100664,51789,48875,102831,52417,50414,103509,53531,49978,96453,48527,47926,108737,54367,54370,128057,63996,64061,125667,63708,61959,115624,58116,57508,98727,49065,49662,95701,47056,48645,91493,44944,46549,93265,44759,48506,83106,38605,44501,67700,30355,37345,50295,22262,28033,29574,12195,17379,27764,10216,17548,37.9,36.9,38.9
050,06,069,California,San Benito County,1,64209,32415,31794,4152,2078,2074,8452,4281,4171,3917,1968,1949,5746,2970,2776,49594,25089,24505,47688,24088,23600,26278,13599,12679,17659,9170,8489,15894,8029,7865,8389,3919,4470,4152,2078,2074,4467,2288,2179,5029,2502,2527,4535,2341,2194,4084,2088,1996,4210,2165,2045,4452,2276,2176,4695,2508,2187,4302,2221,2081,3946,2040,1906,4123,2062,2061,4170,2086,2084,3655,1841,1814,2999,1472,1527,2191,1090,1101,1427,643,784,903,383,520,869,331,538,36.2,35.9,36.6
050,06,069,California,San Benito County,2,64533,32604,31929,4142,2068,2074,8465,4299,4166,3950,1983,1967,5750,2974,2776,49893,25249,24644,47976,24254,23722,26450,13696,12754,17794,9250,8544,15953,8070,7883,8479,3960,4519,4142,2068,2074,4497,2314,2183,5012,2496,2516,4567,2356,2211,4089,2090,1999,4234,2176,2058,4486,2295,2191,4734,2530,2204,4340,2249,2091,3962,2051,1911,4124,2061,2063,4192,2100,2092,3675,1858,1817,3024,1486,1538,2229,1106,1123,1444,654,790,914,386,528,868,328,540,36.3,36.0,36.6
050,06,069,California,San Benito County,3,66703,33665,33038,4212,2045,2167,8669,4418,4251,4131,2021,2110,5965,3125,2840,51676,26144,25532,49691,25181,24510,27705,14326,13379,18685,9702,8983,16212,8243,7969,8829,4111,4718,4212,2045,2167,4669,2407,2262,5076,2533,2543,4790,2437,2353,4230,2187,2043,4307,2198,2109,4775,2477,2298,4996,2627,2369,4607,2400,2207,4058,2133,1925,4150,2086,2064,4196,2108,2088,3808,1916,1892,3102,1526,1576,2392,1170,1222,1503,697,806,960,395,565,872,323,549,36.3,36.1,36.6
050,06,069,California,San Benito County,4,67715,34209,33506,4276,2140,2136,8616,4390,4226,4216,2058,2158,6054,3146,2908,52670,26638,26032,50607,25621,24986,28291,14623,13668,19107,9949,9158,16328,8303,8025,9118,4223,4895,4276,2140,2136,4719,2398,2321,4983,2522,2461,4859,2429,2430,4325,2245,2080,4251,2163,2088,4927,2562,2365,5093,2678,2415,4836,2546,2290,4177,2184,1993,4133,2078,2055,4142,2077,2065,3876,1964,1912,3126,1536,1590,2441,1172,1269,1632,770,862,1009,406,603,910,339,571,36.5,36.2,36.8
050,06,069,California,San Benito County,5,68341,34431,33910,4302,2162,2140,8538,4332,4206,4242,2096,2146,6107,3142,2965,53406,26899,26507,51259,25841,25418,28617,14693,13924,19260,9959,9301,16445,8358,8087,9447,4382,5065,4302,2162,2140,4644,2319,2325,4886,2517,2369,5022,2463,2559,4335,2271,2064,4168,2098,2070,4995,2578,2417,5098,2671,2427,4999,2612,2387,4294,2237,2057,4102,2079,2023,4131,2069,2062,3918,1973,1945,3196,1567,1629,2513,1198,1315,1712,837,875,1075,426,649,951,354,597,36.8,36.6,37.2
050,06,069,California,San Benito County,6,69159,34726,34433,4262,2125,2137,8616,4364,4252,4160,2045,2115,6295,3215,3080,54317,27247,27070,52121,26192,25929,28959,14817,14142,19470,10042,9428,16534,8373,8161,9822,4562,5260,4262,2125,2137,4718,2326,2392,4864,2523,2341,5019,2464,2555,4470,2311,2159,4142,2101,2041,4971,2541,2430,5117,2647,2470,5240,2753,2487,4432,2286,2146,4102,2053,2049,4084,2093,1991,3916,1941,1975,3318,1638,1680,2594,1221,1373,1829,900,929,1126,457,669,955,346,609,37.1,36.8,37.4
050,06,071,California,San Bernardino County,1,2181664,1093392,1088272,147413,75485,71928,291798,149205,142593,131311,67443,63868,216228,113730,102498,1676264,834631,841633,1611142,801259,809883,935349,480208,455141,621266,316240,305026,512657,252997,259660,260991,118292,142699,147413,75485,71928,156884,79941,76943,168370,86469,81901,157280,81720,75560,156803,82248,74555,169600,86864,82736,162875,83077,79798,151064,77185,73879,137727,69114,68613,132410,65609,66801,130265,65186,65079,131450,64564,66886,118532,57638,60894,93690,44456,49234,70035,32719,37316,44613,20213,24400,27489,11659,15830,25164,9245,15919,34.1,33.2,35.0
050,06,071,California,San Bernardino County,2,2183526,1093994,1089532,146407,74931,71476,291192,148917,142275,131869,67728,64141,216027,113550,102477,1679296,835851,843445,1614058,802418,811640,936536,480630,455906,622313,316666,305647,512635,252973,259662,263083,119229,143854,146407,74931,71476,156774,79890,76884,168091,86341,81750,157660,81882,75778,156563,82082,74481,168863,86447,82416,163676,83414,80262,151418,77323,74095,138356,69482,68874,132116,65476,66640,130473,65246,65227,131015,64345,66670,119031,57906,61125,94380,44792,49588,70829,33044,37785,44964,20355,24609,27672,11740,15932,25238,9298,15940,34.2,33.3,35.1
050,06,071,California,San Bernardino County,3,2190877,1096540,1094337,142295,72855,69440,289280,147791,141489,134354,69039,65315,214696,112808,101888,1690823,840696,850127,1624948,806855,818093,945591,484954,460637,631118,320886,310232,510915,251991,258924,268219,121170,147049,142295,72855,69440,156783,79857,76926,167074,85713,81361,159178,82650,76528,155295,81418,73877,166803,85293,81510,168830,85834,82996,154102,78617,75485,141383,71142,70241,131248,65110,66138,131491,65582,65909,128254,62968,65286,119922,58331,61591,96377,45524,50853,73389,34003,39386,45862,20707,25155,27857,11771,16086,24734,9165,15569,34.3,33.5,35.3
050,06,071,California,San Bernardino County,4,2196029,1099603,1096426,138883,71149,67734,286380,146205,140175,136403,70138,66265,214705,113355,101350,1701434,846596,854838,1634363,812111,822252,951581,488838,462743,635211,323218,311993,509044,251130,257914,275403,124408,150995,138883,71149,67734,156802,80018,76784,164316,84060,80256,161374,83961,77413,154996,81659,73337,163229,83196,80033,171642,87498,84144,156164,79754,76410,144176,72770,71406,132068,65628,66440,131103,65137,65966,125802,61830,63972,120071,58535,61536,98719,46723,51996,73302,33740,39562,49462,22355,27107,28810,12206,16604,25110,9384,15726,34.6,33.7,35.5
050,06,071,California,San Bernardino County,5,2200805,1100291,1100514,135704,69314,66390,283162,144314,138848,136785,70166,66619,214246,112872,101374,1713770,851690,862080,1645154,816497,828657,956313,490533,465780,638696,324569,314127,508126,250456,257670,284086,128600,155486,135704,69314,66390,155192,79149,76043,161384,82239,79145,163595,84907,78688,154022,81057,72965,159999,81360,78639,172546,87781,84765,158388,80768,77620,147763,74660,73103,132970,66172,66798,130652,64602,66050,124135,61132,63003,120369,58550,61819,100795,47845,52950,75522,34706,40816,51730,23393,28337,30414,12981,17433,25625,9675,15950,34.9,34.1,35.8
050,06,071,California,San Bernardino County,6,2214281,1105573,1108708,133331,67879,65452,280355,142907,137448,135462,69228,66234,216167,113477,102690,1734543,861134,873409,1665133,825559,839574,963969,493660,470309,645034,327547,317487,509769,251259,258510,294163,133276,160887,133331,67879,65452,152938,77998,74940,160111,81501,78610,164179,84919,79260,154756,81194,73562,157880,80259,77621,173487,88043,85444,162427,82429,79998,151240,76816,74424,135249,67375,67874,129933,63825,66108,123566,61171,62395,121021,58888,62133,102830,48878,53952,78322,36002,42320,54779,24702,30077,31848,13638,18210,26384,10056,16328,35.3,34.5,36.2
050,06,073,California,San Diego County,1,3298647,1670876,1627771,193884,99128,94756,357902,183695,174207,155823,79697,76126,326005,178525,147480,2668480,1347877,1320603,2591038,1308356,1282682,1433141,753644,679497,990731,515651,475080,796787,398472,398315,477515,215708,261807,193884,99128,94756,198951,102293,96658,198369,101631,96738,206569,107505,99064,235841,130488,105353,265633,140052,125581,268228,139335,128893,244423,127512,116911,212447,108752,103695,202580,102456,100124,199790,100407,99383,204920,102449,102471,189497,93160,96337,158085,75417,82668,126308,59026,67282,81470,36835,44635,53273,22733,30540,58379,21697,36682,36.6,35.6,37.8
050,06,073,California,San Diego County,2,3301182,1673101,1628081,192468,98430,94038,356853,183191,173662,156173,79865,76308,327865,180165,147700,2673253,1351205,1322048,2595688,1311615,1284073,1436002,756100,679902,991546,516358,475188,795524,397874,397650,480753,217218,263535,192468,98430,94038,198469,102049,96420,197966,101430,96536,207521,108181,99340,236935,131561,105374,264194,139430,124764,268779,139633,129146,244999,127884,117115,213574,109411,104163,201745,102006,99739,199970,100516,99454,203947,101943,102004,189862,93409,96453,159023,75861,83162,127465,59556,67909,82272,37179,45093,53535,22854,30681,58458,21768,36690,36.7,35.6,37.9
050,06,073,California,San Diego County,3,3274244,1655610,1618634,185891,95398,90493,351903,180670,171233,156698,80139,76559,310026,168148,141878,2657211,1339002,1318209,2579752,1299403,1280349,1416816,742754,674062,990092,514877,475215,786730,393516,393214,492904,222862,270042,185891,95398,90493,196050,100601,95449,195853,100479,95374,200937,104445,96492,225787,123432,102355,255470,134104,121366,270337,140222,130115,246531,128646,117885,217754,111905,105849,197350,99750,97600,200359,100746,99613,198670,99118,99552,190351,93902,96449,162364,77476,84888,132804,61906,70898,85582,38648,46934,54519,23249,31270,57635,21583,36052,37.1,36.1,38.3
050,06,073,California,San Diego County,4,3283755,1658734,1625021,182805,93565,89240,346913,178258,168655,157285,80563,76722,319164,172335,146829,2674666,1346312,1328354,2596752,1306348,1290404,1429535,748229,681306,992678,515612,477066,778462,389203,389259,506448,229198,277250,182805,93565,89240,193521,99215,94306,192984,99324,93660,209471,108331,101140,227386,124286,103100,251841,131584,120257,270785,140331,130454,248041,129400,118641,222011,114297,107714,196274,99157,97117,199216,100047,99169,193200,96394,96806,189772,93605,96167,164967,78773,86194,132753,61658,71095,94428,42794,51634,56718,24357,32361,57582,21616,35966,37.2,36.2,38.3
050,06,073,California,San Diego County,5,3285890,1659111,1626779,179463,91759,87704,342706,176247,166459,155861,79995,75866,320776,172904,147872,2686561,1351397,1335164,2607860,1311110,1296750,1433439,749568,683871,994642,516236,478406,771289,385570,385719,521153,236400,284753,179463,91759,87704,190357,97804,92553,190189,98010,92179,211393,109136,102257,227404,124196,103208,248056,128856,119200,270109,140037,130072,250265,130580,119685,226212,116763,109449,196650,99507,97143,196788,98682,98106,188885,94246,94639,188966,93135,95831,167093,80124,86969,135493,62870,72623,99852,45369,54483,60419,26043,34376,58296,21994,36302,37.5,36.5,38.6
050,06,073,California,San Diego County,6,3298799,1664645,1634154,177401,90706,86695,339461,174688,164773,154731,79649,75082,322511,173523,148988,2706364,1360214,1346150,2627206,1319602,1307604,1438579,751420,687159,999025,517650,481375,768247,384256,383991,537423,244173,293250,177401,90706,86695,186954,95840,91114,190195,98250,91945,211539,109474,102065,228015,124296,103719,244297,126068,118229,268871,139503,129368,255356,132967,122389,230501,119112,111389,198890,100831,98059,194450,97644,96806,186682,92965,93717,188225,92816,95409,168808,81290,87518,139125,64570,74555,106012,48215,57797,63806,27465,36341,59672,22633,37039,37.7,36.8,38.8
050,06,075,California,San Francisco County,1,878392,451647,426745,38205,19513,18692,57193,29372,27821,23636,11922,11714,59975,28892,31083,771134,396796,374338,759358,390840,368518,420010,218380,201630,342298,180536,161762,217128,117168,99960,139957,64244,75713,38205,19513,18692,32593,16681,15912,30499,15661,14838,32646,15736,16910,45066,22108,22958,94326,48471,45855,105412,55781,49631,81373,43735,37638,61187,32549,28638,58152,31526,26626,56435,31075,25360,53527,29129,24398,49014,25438,23576,44126,21832,22294,36215,17325,18890,22460,10232,12228,16775,7129,9646,20381,7726,12655,38.6,38.5,38.7
050,06,075,California,San Francisco County,2,874826,449658,425168,37843,19314,18529,57050,29285,27765,23709,11961,11748,59791,28799,30992,768051,395068,372983,756224,389098,367126,417164,216895,200269,339593,179134,160459,216246,116640,99606,140594,64525,76069,37843,19314,18529,32508,16628,15880,30471,15656,14815,32692,15738,16954,44879,22023,22856,92597,47628,44969,104493,55271,49222,81332,43686,37646,61171,32549,28622,57595,31155,26440,56398,31012,25386,53377,29082,24295,48876,25391,23485,44075,21812,22263,36643,17521,19122,22635,10310,12325,16784,7129,9655,20457,7753,12704,38.7,38.6,38.8
050,06,075,California,San Francisco County,3,815498,418634,396864,34605,17706,16899,55810,28667,27143,23731,11993,11738,48577,23600,24977,713175,366225,346950,701352,360268,341084,365924,190535,175389,299655,158039,141616,209787,112729,97058,143333,65900,77433,34605,17706,16899,31616,16177,15439,30233,15587,14646,29751,14671,15080,36518,17825,18693,75218,38564,36654,90800,48018,42782,74945,40268,34677,58692,31189,27503,54073,28854,25219,55547,30379,25168,52336,28502,23834,47831,24994,22837,43988,21828,22160,38335,18300,20035,23515,10755,12760,16845,7171,9674,20650,7846,12804,40.3,40.1,40.6
050,06,075,California,San Francisco County,4,814176,417942,396234,33159,16964,16195,54734,28131,26603,23979,12222,11757,53198,25886,27312,714133,366561,347572,702304,360625,341679,367375,191584,175791,296300,156669,139631,206597,110644,95953,146209,67426,78783,33159,16964,16195,30861,15775,15086,29975,15549,14426,31352,15352,16000,39723,19563,20160,75174,38484,36690,89032,47200,41832,73502,39600,33902,58592,31385,27207,52835,27969,24866,55026,29901,25125,51444,28096,23348,47292,24678,22614,43981,21996,21985,38364,18250,20114,25870,11917,13953,17033,7272,9761,20961,7991,12970,40.3,40.1,40.6
