ZIP,Area__,Length__,geometry,CITY,RENT_STUDIO,RENT_STUDIO_90,RENT_STUDIO_110,RENT_1BD,RENT_1BD_90,RENT_1BD_110,RENT_2BD,RENT_2BD_90,RENT_2BD_110,RENT_3BD,RENT_3BD_90,RENT_3BD_110,RENT_4BD,RENT_4BD_90,RENT_4BD_110,GEO_ID,MEDIAN_INCOME_HOUSEHOLD_EST,TOTAL_HOUSEHOLDS_EST,BART_COUNT,CalTrain_COUNT,TOTAL_TRANSIT,ZPOP,COUNTY,2020_CRIMERATE_VIOL,2024_CRIMERATE_VIOL,CHANGE_IN_CRIME_VIOL%,2020_CRIMERATE_PROP,2024_CRIMERATE_PROP,CHANGE_IN_CRIME_PROP%,DISPLAY_MEDIAN_INCOME_HOUSEHOLD_EST
94558,12313263537.0,995176.225313,"POLYGON ((-122.10329200180091 38.51328299864666, -122.10348400246679 38.511907000434306, -122.10572500094709 38.49417100069593, -122.12948200350543 38.43106199833358, -122.08588100316003 38.37941099927872, -122.12065500374321 38.363839000035505, -122.1329510033434 38.36384000062849, -122.13986300299891 38.36345500018291, -122.14084500330095 38.36336599999779, -122.13992300243159 38.32876299907261, -122.13378500353839 38.31561999878272, -122.17277600109792 38.31586599944215, -122.19123500062744 38.315633000225155, -122.19270600284987 38.3156639994633, -122.19317900290548 38.315623998935905, -122.19422700119095 38.315642000446154, -122.19771600244407 38.315341998615786, -122.19797700078438 38.314207999551655, -122.19748100136921 38.313582998377, -122.19815000192565 38.31137200061268, -122.1987610028402 38.31047999920253, -122.1984680005654 38.30894399833731, -122.19864200333134 38.307061000439575, -122.1989050010891 38.30648300057976, -122.19932300086391 38.305162000748915, -122.1987280020495 38.304133998836164, -122.19797700381747 38.3012530003014, -122.1990750020386 38.30100299938374, -122.20081900273811 38.30095199886145, -122.2032360030799 38.29429899893391, -122.18838200138497 38.27161499863971, -122.21172400321302 38.272154000010126, -122.21687300268117 38.262319998347685, -122.21297800087493 38.25911899832943, -122.20604700117538 38.258795999671726, -122.19314300252118 38.25703799884504, -122.19518200071585 38.250714999687304, -122.20639900350749 38.2500500007115, -122.21108200275928 38.25221500022577, -122.21130500353499 38.247447998071394, -122.20828200037266 38.24421599979773, -122.20538200029834 38.2446159980292, -122.19321400123918 38.22364700069086, -122.19628100139006 38.216115999068215, -122.19477400383084 38.21236699842596, -122.20132300255202 38.21137299938115, -122.20418700285575 38.209694999528416, -122.24412500122709 38.222207998597895, -122.25376400190423 38.22151799854701, -122.25474700266832 38.21783099881771, -122.25750900192405 38.2195110000046, -122.25614600269505 38.195908000092444, -122.26453100282751 38.19464699837735, -122.30561000247752 38.20870599912702, -122.3058510010802 38.20878199862763, -122.30825900366513 38.21407899806093, -122.31034100271476 38.21862800058347, -122.30686100149074 38.21891099851462, -122.30220100373828 38.21782699898326, -122.29750700374309 38.219268000476205, -122.2975640010805 38.22168400016748, -122.30146400144352 38.22148699940505, -122.30176400162142 38.22741099961707, -122.29438500153682 38.23166599813229, -122.2877210024326 38.23237599876936, -122.2862450006794 38.23651099913751, -122.28617300212734 38.23970299798022, -122.2849540012439 38.24376400002749, -122.28603300248099 38.24394499885778, -122.28522500034943 38.24597099834485, -122.28469800120355 38.249364000447656, -122.28490800108746 38.25349600027489, -122.2847490027667 38.254080999469274, -122.28510300340142 38.26391900037102, -122.28473600347637 38.26432800006382, -122.2844670022458 38.26484799916874, -122.28464000147176 38.26546199999012, -122.28534800052633 38.266140997978354, -122.28583700039769 38.26683499802982, -122.28598100196625 38.267235000646856, -122.28177900184669 38.26874899929424, -122.28088900256033 38.278372998586555, -122.2808760031105 38.28104599837646, -122.27415900251783 38.28048799892108, -122.27155000387401 38.26886400034215, -122.25407000274176 38.27065299888538, -122.24954200152277 38.27476000059868, -122.24658600277608 38.27540199864987, -122.24642700215287 38.27947700006363, -122.23791600276917 38.27918100052306, -122.23565600126864 38.28056199908598, -122.23563400257954 38.282055999141306, -122.23132300297758 38.283706999616754, -122.23709400157848 38.292386999055005, -122.2391090028051 38.29283099937195, -122.24194700210028 38.29143299857069, -122.24164900298587 38.29454700060687, -122.24499600236976 38.29485099845547, -122.24552800343602 38.29429499830685, -122.24571400157933 38.290931998114225, -122.24770500176035 38.29022899836936, -122.25137600295045 38.29131899849845, -122.25599800035758 38.28996699899531, -122.25872900275853 38.29137199862064, -122.2561810020184 38.292523999097654, -122.25409300065171 38.29289200053997, -122.25281400063258 38.29359500070168, -122.25196700308447 38.2935109979624, -122.25124900209174 38.295418998973304, -122.2528100023476 38.295121998622264, -122.25425100182332 38.29424899993557, -122.26041300290709 38.296248999920444, -122.26308600318438 38.29636699845649, -122.26447900295054 38.29620900052059, -122.26469200356014 38.29511699918344, -122.2679070031514 38.29556700024368, -122.26944500254457 38.295330999466984, -122.26946100343437 38.29744599959513, -122.27316900062786 38.29799699955166, -122.27591700200519 38.29953499967278, -122.27582700141409 38.29966399945951, -122.2638790032653 38.29846899953841, -122.26166000338613 38.299694999194635, -122.26076800261465 38.30120600059575, -122.26091700205356 38.30172299894521, -122.26047100192994 38.302130998378644, -122.26143400291173 38.3019649989174, -122.25944200109932 38.30254399914898, -122.25668300282116 38.30208899836098, -122.25621100151243 38.30323900000825, -122.2572780029856 38.30392399947247, -122.25957500099452 38.30799799930922, -122.2592330014157 38.30904199916821, -122.26370100112827 38.31007499831196, -122.26431300065042 38.30946800017359, -122.26367100152632 38.308998000538, -122.26564600384052 38.30728299932105, -122.26681900304943 38.30828899792591, -122.26745700034083 38.311056998856955, -122.2654340028718 38.311321999372076, -122.2666430012061 38.311821998754375, -122.2673730027496 38.31108799806224, -122.2703180016356 38.31118700027508, -122.2709850018379 38.31114000011456, -122.27373500043073 38.31088399984159, -122.27450100280195 38.3134210000424, -122.27572200158855 38.31311499798705, -122.27552400033012 38.31256800052595, -122.27440600272588 38.311716999487736, -122.27618200335023 38.31154499869228, -122.27651000362764 38.310642998635934, -122.27794900162453 38.31047099991344, -122.27829500048205 38.31040999963888, -122.2851910027847 38.31023299937026, -122.28946100194551 38.309523999500634, -122.29443200248367 38.30864499807421, -122.29574200304384 38.30840999900323, -122.3038000011909 38.30682799834657, -122.30414400320373 38.30572300020928, -122.30399200382472 38.3053230002004, -122.30422600199468 38.30557499843254, -122.30327000158786 38.30216099866615, -122.30305800293192 38.30142999842901, -122.30260600116736 38.29985099862475, -122.30175100264334 38.29692399831538, -122.30169000185425 38.29548799840736, -122.30208800127261 38.29223399988666, -122.30060300338619 38.286187999433736, -122.30084000306853 38.28276900014653, -122.30060400231633 38.28194599943692, -122.30023900338075 38.28194600024269, -122.29875400243978 38.274612998618224, -122.29893100142796 38.26393700073708, -122.30216600110265 38.25825200035048, -122.3024930014912 38.25767800065272, -122.30485100299961 38.25835900051684, -122.31214100086792 38.25886300075556, -122.31793000345661 38.260723999748286, -122.32027200108683 38.26601699852145, -122.31857000196018 38.267189999305245, -122.32078800129368 38.270351998825696, -122.32022200340597 38.274308999525346, -122.32536300195343 38.281126000127976, -122.32431400191783 38.277946998613956, -122.3312730013184 38.270065998348805, -122.33472100154981 38.27399399897889, -122.34015800385772 38.27225600054481, -122.34263600183064 38.27286999943144, -122.34703700266918 38.271881998876346, -122.35244600104609 38.274506999599836, -122.36512200073341 38.285763998915876, -122.37963800186873 38.29172399835867, -122.3906030033526 38.311300999026635, -122.3967960028284 38.31521099982574, -122.3987510013778 38.32207799835637, -122.40082700206494 38.32625600067369, -122.39661100208991 38.33057100058676, -122.39959600037848 38.33405099981025, -122.40546400269677 38.33477300008066, -122.40242800153537 38.34455199961723, -122.41784400116568 38.34457299876656, -122.42365800254183 38.348246998820585, -122.42499000270831 38.34511299810872, -122.42750500245793 38.34755699898031, -122.42778400047307 38.34950799851892, -122.44292600216032 38.359341998351205, -122.44906500089942 38.360018999212826, -122.44969100068711 38.361012998419326, -122.4580750016811 38.367915999220074, -122.45743600180788 38.36863200029612, -122.44789400046498 38.379305999069715, -122.46910700042571 38.39435999857549, -122.4701660026689 38.40493699934151, -122.4761610033636 38.40852699947272, -122.49759200203691 38.42451100005431, -122.49654500292004 38.42579900028039, -122.49139200139504 38.43441099974758, -122.48710800342077 38.43171899846531, -122.48674000033797 38.43346299849434, -122.47954400275705 38.44313100049949, -122.48299200253405 38.45270999962705, -122.49209200161171 38.454509998252355, -122.47244700305755 38.4546700001418, -122.43813100157634 38.449830998103444, -122.43180500031531 38.456631998194744, -122.43319800321368 38.459953998891656, -122.43038200095397 38.46856399986385, -122.42767000374141 38.469957000438164, -122.42647500330892 38.46875599922744, -122.4120730004654 38.464650999077335, -122.39878500047575 38.47098100009749, -122.40647400159197 38.4870660000655, -122.4043960032165 38.486911000460616, -122.40365900117946 38.48786099915601, -122.39882100259547 38.48690400024972, -122.39279500125782 38.487647998417216, -122.37672100064782 38.48070399920681, -122.37211200308786 38.47980399863275, -122.3721880033409 38.479018998888506, -122.37154400111926 38.47909800050449, -122.37114200224651 38.479558000323024, -122.36928100147895 38.48122499985837, -122.36656400081078 38.48059299835833, -122.36467600052978 38.48165899946288, -122.36137200302302 38.48181099985103, -122.36014100231057 38.48161400006008, -122.35823400147594 38.48308499809187, -122.35694300288743 38.48318499905989, -122.35481000116452 38.484316999518725, -122.35340700187695 38.48701499945623, -122.33071000154446 38.492791998113354, -122.32262000038882 38.48995299885088, -122.29621100149919 38.48802300059251, -122.2930670022851 38.5041039983376, -122.26383600177462 38.50700100041544, -122.25675900261604 38.5002909991375, -122.25632000146005 38.499929999157374, -122.25638400268348 38.49926399942997, -122.25630400036944 38.49900099965919, -122.25593000376541 38.49868999851295, -122.25503400193315 38.49825799844544, -122.25438500239999 38.497420000188804, -122.25347200101076 38.49695100036668, -122.2525500024098 38.49672499819704, -122.25124500220676 38.496591999233935, -122.24227800144263 38.49618599944571, -122.23832600078256 38.50404799902242, -122.23602800263276 38.507422999539315, -122.2345460006987 38.50845500071373, -122.23353500087676 38.510688998804966, -122.23169500118479 38.51204699963036, -122.23057300219214 38.51221299824142, -122.22918200057309 38.51135599827506, -122.22433400256148 38.51114200026449, -122.2195860036318 38.50869900015408, -122.21461600083522 38.50791500050179, -122.21538200188357 38.52252599956808, -122.23831200277093 38.54085899903827, -122.25580500255356 38.54044799911576, -122.26864000334822 38.545861998651205, -122.3147560019711 38.61085900051941, -122.31432800154737 38.610945999369754, -122.31076300032484 38.60995299840996, -122.30682200365385 38.61102300019883, -122.30682800237759 38.61292099883326, -122.30479500358365 38.61650499855573, -122.30065900308291 38.61702600031145, -122.29938700269668 38.61628500021889, -122.29624800115621 38.61626499878972, -122.29479000103012 38.61773299852722, -122.2934360025031 38.61685500013911, -122.29219400231158 38.617021998841125, -122.28943900363952 38.616096998587736, -122.28920000343932 38.61844799808356, -122.2896880023285 38.63060599929966, -122.29155500085838 38.628003999173494, -122.30447200233336 38.6299139981847, -122.30042400124744 38.63680000033784, -122.31900300212962 38.653397000019176, -122.3165940020041 38.65564599935041, -122.33407500253747 38.66517299790066, -122.33420500372769 38.666103997883724, -122.34956200080182 38.679125999602164, -122.37997000126927 38.70481799863174, -122.38419000100988 38.70570400032861, -122.39349000257826 38.71750399898114, -122.39216900321274 38.72300499979416, -122.4035250021431 38.75104099812558, -122.41624300148595 38.748815000463075, -122.41579000070455 38.76800199928046, -122.40289000259088 38.77290199937855, -122.41086800148167 38.77665500059007, -122.40354300343178 38.800337000191625, -122.37938900259401 38.80210099983946, -122.37348900033513 38.817000999263165, -122.40119600269277 38.85295599947059, -122.4026350011161 38.854546998906976, -122.40323600135989 38.856415000562215, -122.39505700243396 38.86424499968988, -122.39464100081284 38.863962999541236, -122.39215200107564 38.859444000039446, -122.3822280020422 38.85054499802491, -122.37518500369946 38.84845999933154, -122.37302400139687 38.84573999836797, -122.34996400216957 38.835752998752284, -122.34462400362793 38.839515998520405, -122.34408200177401 38.84044099829389, -122.33026200143912 38.84474900004626, -122.32016500269603 38.84266800015885, -122.29051700288528 38.839669999431166, -122.27731200175188 38.81247199932435, -122.26374300331538 38.801201999651845, -122.25230300087985 38.75570099854816, -122.2314410020332 38.738906000092385, -122.2244920013946 38.69943299943888, -122.21660900181305 38.6969539988525, -122.20246100290083 38.688976000166186, -122.19883500090748 38.667213998656614, -122.18058800314063 38.65759999851943, -122.16689800072275 38.65595600058125, -122.16502100355473 38.64243299946607, -122.16163800095087 38.63729699880427, -122.16732100193882 38.631781998167696, -122.16795800388012 38.619371999151575, -122.15418900369966 38.62426200021784, -122.13871400047657 38.61012899813144, -122.12087900300611 38.54998599984652, -122.10331700094859 38.51357099949101, -122.10329200180091 38.51328299864666), (-122.38024400356399 38.38032500045736, -122.37721700068107 38.38110799844105, -122.3759850018506 38.38326199827762, -122.37420100269364 38.39108000003355, -122.37273700163757 38.39175699794663, -122.36958100377673 38.38601499827958, -122.36260000224013 38.390044998221, -122.36435200382866 38.39395099842636, -122.35813600309066 38.398205998313195, -122.35589300074963 38.395143998846024, -122.34988200138206 38.399984000306496, -122.35549900260872 38.40490699993759, -122.35620000167634 38.40594700057985, -122.35220400253611 38.40915799889564, -122.35737200283604 38.41410899919911, -122.35181900248296 38.41823300039316, -122.36031100090817 38.42195099794973, -122.36454200329645 38.4215879998784, -122.36797300267143 38.42179299994597, -122.36979700238751 38.42140000029414, -122.37435800356896 38.42372199887499, -122.3759310027674 38.42583000046325, -122.38169600382894 38.42667099859301, -122.39032700197265 38.42258099893131, -122.38465800215646 38.41496899820888, -122.3891780023037 38.41111099839041, -122.38693000218701 38.40793799931392, -122.3949740018897 38.40171399971333, -122.38633400228275 38.38841599828776, -122.3805360012193 38.38782099888342, -122.38024400356399 38.38032500045736))",Napa,2000,1800,2200,2210,1989,2431,2900,2610,3190,3690,3321,4059,4320,3888,4752,860Z200US94558,109444,24501,0.0,0.0,0.0,66830.0,Napa,0.0039054009013578,0.0031324001079104,80.20687727145653,0.0167084498674047,0.0124096999490422,74.27200038018748,"$109,444"
94558,12313263537.0,995176.225313,"POLYGON ((-122.10329200180091 38.51328299864666, -122.10348400246679 38.511907000434306, -122.10572500094709 38.49417100069593, -122.12948200350543 38.43106199833358, -122.08588100316003 38.37941099927872, -122.12065500374321 38.363839000035505, -122.1329510033434 38.36384000062849, -122.13986300299891 38.36345500018291, -122.14084500330095 38.36336599999779, -122.13992300243159 38.32876299907261, -122.13378500353839 38.31561999878272, -122.17277600109792 38.31586599944215, -122.19123500062744 38.315633000225155, -122.19270600284987 38.3156639994633, -122.19317900290548 38.315623998935905, -122.19422700119095 38.315642000446154, -122.19771600244407 38.315341998615786, -122.19797700078438 38.314207999551655, -122.19748100136921 38.313582998377, -122.19815000192565 38.31137200061268, -122.1987610028402 38.31047999920253, -122.1984680005654 38.30894399833731, -122.19864200333134 38.307061000439575, -122.1989050010891 38.30648300057976, -122.19932300086391 38.305162000748915, -122.1987280020495 38.304133998836164, -122.19797700381747 38.3012530003014, -122.1990750020386 38.30100299938374, -122.20081900273811 38.30095199886145, -122.2032360030799 38.29429899893391, -122.18838200138497 38.27161499863971, -122.21172400321302 38.272154000010126, -122.21687300268117 38.262319998347685, -122.21297800087493 38.25911899832943, -122.20604700117538 38.258795999671726, -122.19314300252118 38.25703799884504, -122.19518200071585 38.250714999687304, -122.20639900350749 38.2500500007115, -122.21108200275928 38.25221500022577, -122.21130500353499 38.247447998071394, -122.20828200037266 38.24421599979773, -122.20538200029834 38.2446159980292, -122.19321400123918 38.22364700069086, -122.19628100139006 38.216115999068215, -122.19477400383084 38.21236699842596, -122.20132300255202 38.21137299938115, -122.20418700285575 38.209694999528416, -122.24412500122709 38.222207998597895, -122.25376400190423 38.22151799854701, -122.25474700266832 38.21783099881771, -122.25750900192405 38.2195110000046, -122.25614600269505 38.195908000092444, -122.26453100282751 38.19464699837735, -122.30561000247752 38.20870599912702, -122.3058510010802 38.20878199862763, -122.30825900366513 38.21407899806093, -122.31034100271476 38.21862800058347, -122.30686100149074 38.21891099851462, -122.30220100373828 38.21782699898326, -122.29750700374309 38.219268000476205, -122.2975640010805 38.22168400016748, -122.30146400144352 38.22148699940505, -122.30176400162142 38.22741099961707, -122.29438500153682 38.23166599813229, -122.2877210024326 38.23237599876936, -122.2862450006794 38.23651099913751, -122.28617300212734 38.23970299798022, -122.2849540012439 38.24376400002749, -122.28603300248099 38.24394499885778, -122.28522500034943 38.24597099834485, -122.28469800120355 38.249364000447656, -122.28490800108746 38.25349600027489, -122.2847490027667 38.254080999469274, -122.28510300340142 38.26391900037102, -122.28473600347637 38.26432800006382, -122.2844670022458 38.26484799916874, -122.28464000147176 38.26546199999012, -122.28534800052633 38.266140997978354, -122.28583700039769 38.26683499802982, -122.28598100196625 38.267235000646856, -122.28177900184669 38.26874899929424, -122.28088900256033 38.278372998586555, -122.2808760031105 38.28104599837646, -122.27415900251783 38.28048799892108, -122.27155000387401 38.26886400034215, -122.25407000274176 38.27065299888538, -122.24954200152277 38.27476000059868, -122.24658600277608 38.27540199864987, -122.24642700215287 38.27947700006363, -122.23791600276917 38.27918100052306, -122.23565600126864 38.28056199908598, -122.23563400257954 38.282055999141306, -122.23132300297758 38.283706999616754, -122.23709400157848 38.292386999055005, -122.2391090028051 38.29283099937195, -122.24194700210028 38.29143299857069, -122.24164900298587 38.29454700060687, -122.24499600236976 38.29485099845547, -122.24552800343602 38.29429499830685, -122.24571400157933 38.290931998114225, -122.24770500176035 38.29022899836936, -122.25137600295045 38.29131899849845, -122.25599800035758 38.28996699899531, -122.25872900275853 38.29137199862064, -122.2561810020184 38.292523999097654, -122.25409300065171 38.29289200053997, -122.25281400063258 38.29359500070168, -122.25196700308447 38.2935109979624, -122.25124900209174 38.295418998973304, -122.2528100023476 38.295121998622264, -122.25425100182332 38.29424899993557, -122.26041300290709 38.296248999920444, -122.26308600318438 38.29636699845649, -122.26447900295054 38.29620900052059, -122.26469200356014 38.29511699918344, -122.2679070031514 38.29556700024368, -122.26944500254457 38.295330999466984, -122.26946100343437 38.29744599959513, -122.27316900062786 38.29799699955166, -122.27591700200519 38.29953499967278, -122.27582700141409 38.29966399945951, -122.2638790032653 38.29846899953841, -122.26166000338613 38.299694999194635, -122.26076800261465 38.30120600059575, -122.26091700205356 38.30172299894521, -122.26047100192994 38.302130998378644, -122.26143400291173 38.3019649989174, -122.25944200109932 38.30254399914898, -122.25668300282116 38.30208899836098, -122.25621100151243 38.30323900000825, -122.2572780029856 38.30392399947247, -122.25957500099452 38.30799799930922, -122.2592330014157 38.30904199916821, -122.26370100112827 38.31007499831196, -122.26431300065042 38.30946800017359, -122.26367100152632 38.308998000538, -122.26564600384052 38.30728299932105, -122.26681900304943 38.30828899792591, -122.26745700034083 38.311056998856955, -122.2654340028718 38.311321999372076, -122.2666430012061 38.311821998754375, -122.2673730027496 38.31108799806224, -122.2703180016356 38.31118700027508, -122.2709850018379 38.31114000011456, -122.27373500043073 38.31088399984159, -122.27450100280195 38.3134210000424, -122.27572200158855 38.31311499798705, -122.27552400033012 38.31256800052595, -122.27440600272588 38.311716999487736, -122.27618200335023 38.31154499869228, -122.27651000362764 38.310642998635934, -122.27794900162453 38.31047099991344, -122.27829500048205 38.31040999963888, -122.2851910027847 38.31023299937026, -122.28946100194551 38.309523999500634, -122.29443200248367 38.30864499807421, -122.29574200304384 38.30840999900323, -122.3038000011909 38.30682799834657, -122.30414400320373 38.30572300020928, -122.30399200382472 38.3053230002004, -122.30422600199468 38.30557499843254, -122.30327000158786 38.30216099866615, -122.30305800293192 38.30142999842901, -122.30260600116736 38.29985099862475, -122.30175100264334 38.29692399831538, -122.30169000185425 38.29548799840736, -122.30208800127261 38.29223399988666, -122.30060300338619 38.286187999433736, -122.30084000306853 38.28276900014653, -122.30060400231633 38.28194599943692, -122.30023900338075 38.28194600024269, -122.29875400243978 38.274612998618224, -122.29893100142796 38.26393700073708, -122.30216600110265 38.25825200035048, -122.3024930014912 38.25767800065272, -122.30485100299961 38.25835900051684, -122.31214100086792 38.25886300075556, -122.31793000345661 38.260723999748286, -122.32027200108683 38.26601699852145, -122.31857000196018 38.267189999305245, -122.32078800129368 38.270351998825696, -122.32022200340597 38.274308999525346, -122.32536300195343 38.281126000127976, -122.32431400191783 38.277946998613956, -122.3312730013184 38.270065998348805, -122.33472100154981 38.27399399897889, -122.34015800385772 38.27225600054481, -122.34263600183064 38.27286999943144, -122.34703700266918 38.271881998876346, -122.35244600104609 38.274506999599836, -122.36512200073341 38.285763998915876, -122.37963800186873 38.29172399835867, -122.3906030033526 38.311300999026635, -122.3967960028284 38.31521099982574, -122.3987510013778 38.32207799835637, -122.40082700206494 38.32625600067369, -122.39661100208991 38.33057100058676, -122.39959600037848 38.33405099981025, -122.40546400269677 38.33477300008066, -122.40242800153537 38.34455199961723, -122.41784400116568 38.34457299876656, -122.42365800254183 38.348246998820585, -122.42499000270831 38.34511299810872, -122.42750500245793 38.34755699898031, -122.42778400047307 38.34950799851892, -122.44292600216032 38.359341998351205, -122.44906500089942 38.360018999212826, -122.44969100068711 38.361012998419326, -122.4580750016811 38.367915999220074, -122.45743600180788 38.36863200029612, -122.44789400046498 38.379305999069715, -122.46910700042571 38.39435999857549, -122.4701660026689 38.40493699934151, -122.4761610033636 38.40852699947272, -122.49759200203691 38.42451100005431, -122.49654500292004 38.42579900028039, -122.49139200139504 38.43441099974758, -122.48710800342077 38.43171899846531, -122.48674000033797 38.43346299849434, -122.47954400275705 38.44313100049949, -122.48299200253405 38.45270999962705, -122.49209200161171 38.454509998252355, -122.47244700305755 38.4546700001418, -122.43813100157634 38.449830998103444, -122.43180500031531 38.456631998194744, -122.43319800321368 38.459953998891656, -122.43038200095397 38.46856399986385, -122.42767000374141 38.469957000438164, -122.42647500330892 38.46875599922744, -122.4120730004654 38.464650999077335, -122.39878500047575 38.47098100009749, -122.40647400159197 38.4870660000655, -122.4043960032165 38.486911000460616, -122.40365900117946 38.48786099915601, -122.39882100259547 38.48690400024972, -122.39279500125782 38.487647998417216, -122.37672100064782 38.48070399920681, -122.37211200308786 38.47980399863275, -122.3721880033409 38.479018998888506, -122.37154400111926 38.47909800050449, -122.37114200224651 38.479558000323024, -122.36928100147895 38.48122499985837, -122.36656400081078 38.48059299835833, -122.36467600052978 38.48165899946288, -122.36137200302302 38.48181099985103, -122.36014100231057 38.48161400006008, -122.35823400147594 38.48308499809187, -122.35694300288743 38.48318499905989, -122.35481000116452 38.484316999518725, -122.35340700187695 38.48701499945623, -122.33071000154446 38.492791998113354, -122.32262000038882 38.48995299885088, -122.29621100149919 38.48802300059251, -122.2930670022851 38.5041039983376, -122.26383600177462 38.50700100041544, -122.25675900261604 38.5002909991375, -122.25632000146005 38.499929999157374, -122.25638400268348 38.49926399942997, -122.25630400036944 38.49900099965919, -122.25593000376541 38.49868999851295, -122.25503400193315 38.49825799844544, -122.25438500239999 38.497420000188804, -122.25347200101076 38.49695100036668, -122.2525500024098 38.49672499819704, -122.25124500220676 38.496591999233935, -122.24227800144263 38.49618599944571, -122.23832600078256 38.50404799902242, -122.23602800263276 38.507422999539315, -122.2345460006987 38.50845500071373, -122.23353500087676 38.510688998804966, -122.23169500118479 38.51204699963036, -122.23057300219214 38.51221299824142, -122.22918200057309 38.51135599827506, -122.22433400256148 38.51114200026449, -122.2195860036318 38.50869900015408, -122.21461600083522 38.50791500050179, -122.21538200188357 38.52252599956808, -122.23831200277093 38.54085899903827, -122.25580500255356 38.54044799911576, -122.26864000334822 38.545861998651205, -122.3147560019711 38.61085900051941, -122.31432800154737 38.610945999369754, -122.31076300032484 38.60995299840996, -122.30682200365385 38.61102300019883, -122.30682800237759 38.61292099883326, -122.30479500358365 38.61650499855573, -122.30065900308291 38.61702600031145, -122.29938700269668 38.61628500021889, -122.29624800115621 38.61626499878972, -122.29479000103012 38.61773299852722, -122.2934360025031 38.61685500013911, -122.29219400231158 38.617021998841125, -122.28943900363952 38.616096998587736, -122.28920000343932 38.61844799808356, -122.2896880023285 38.63060599929966, -122.29155500085838 38.628003999173494, -122.30447200233336 38.6299139981847, -122.30042400124744 38.63680000033784, -122.31900300212962 38.653397000019176, -122.3165940020041 38.65564599935041, -122.33407500253747 38.66517299790066, -122.33420500372769 38.666103997883724, -122.34956200080182 38.679125999602164, -122.37997000126927 38.70481799863174, -122.38419000100988 38.70570400032861, -122.39349000257826 38.71750399898114, -122.39216900321274 38.72300499979416, -122.4035250021431 38.75104099812558, -122.41624300148595 38.748815000463075, -122.41579000070455 38.76800199928046, -122.40289000259088 38.77290199937855, -122.41086800148167 38.77665500059007, -122.40354300343178 38.800337000191625, -122.37938900259401 38.80210099983946, -122.37348900033513 38.817000999263165, -122.40119600269277 38.85295599947059, -122.4026350011161 38.854546998906976, -122.40323600135989 38.856415000562215, -122.39505700243396 38.86424499968988, -122.39464100081284 38.863962999541236, -122.39215200107564 38.859444000039446, -122.3822280020422 38.85054499802491, -122.37518500369946 38.84845999933154, -122.37302400139687 38.84573999836797, -122.34996400216957 38.835752998752284, -122.34462400362793 38.839515998520405, -122.34408200177401 38.84044099829389, -122.33026200143912 38.84474900004626, -122.32016500269603 38.84266800015885, -122.29051700288528 38.839669999431166, -122.27731200175188 38.81247199932435, -122.26374300331538 38.801201999651845, -122.25230300087985 38.75570099854816, -122.2314410020332 38.738906000092385, -122.2244920013946 38.69943299943888, -122.21660900181305 38.6969539988525, -122.20246100290083 38.688976000166186, -122.19883500090748 38.667213998656614, -122.18058800314063 38.65759999851943, -122.16689800072275 38.65595600058125, -122.16502100355473 38.64243299946607, -122.16163800095087 38.63729699880427, -122.16732100193882 38.631781998167696, -122.16795800388012 38.619371999151575, -122.15418900369966 38.62426200021784, -122.13871400047657 38.61012899813144, -122.12087900300611 38.54998599984652, -122.10331700094859 38.51357099949101, -122.10329200180091 38.51328299864666), (-122.38024400356399 38.38032500045736, -122.37721700068107 38.38110799844105, -122.3759850018506 38.38326199827762, -122.37420100269364 38.39108000003355, -122.37273700163757 38.39175699794663, -122.36958100377673 38.38601499827958, -122.36260000224013 38.390044998221, -122.36435200382866 38.39395099842636, -122.35813600309066 38.398205998313195, -122.35589300074963 38.395143998846024, -122.34988200138206 38.399984000306496, -122.35549900260872 38.40490699993759, -122.35620000167634 38.40594700057985, -122.35220400253611 38.40915799889564, -122.35737200283604 38.41410899919911, -122.35181900248296 38.41823300039316, -122.36031100090817 38.42195099794973, -122.36454200329645 38.4215879998784, -122.36797300267143 38.42179299994597, -122.36979700238751 38.42140000029414, -122.37435800356896 38.42372199887499, -122.3759310027674 38.42583000046325, -122.38169600382894 38.42667099859301, -122.39032700197265 38.42258099893131, -122.38465800215646 38.41496899820888, -122.3891780023037 38.41111099839041, -122.38693000218701 38.40793799931392, -122.3949740018897 38.40171399971333, -122.38633400228275 38.38841599828776, -122.3805360012193 38.38782099888342, -122.38024400356399 38.38032500045736))",Vallejo,2000,1800,2200,2210,1989,2431,2900,2610,3190,3690,3321,4059,4320,3888,4752,860Z200US94558,109444,24501,0.0,0.0,0.0,66830.0,Napa,0.0039054009013578,0.0031324001079104,80.20687727145653,0.0167084498674047,0.0124096999490422,74.27200038018748,"$109,444"
