ZIP_CODE,HUD_AREA_CODE,CITY_STATE,RENT_STUDIO,RENT_STUDIO_90,RENT_STUDIO_110,RENT_1BD,RENT_1BD_90,RENT_1BD_110,RENT_2BD,RENT_2BD_90,RENT_2BD_110,RENT_3BD,RENT_3BD_90,RENT_3BD_110,RENT_4BD,RENT_4BD_90,RENT_4BD_110,GEO_ID,MEDIAN_INCOME_HOUSEHOLD_EST,TOTAL_HOUSEHOLDS_EST
94105,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",3260,2934,3586,3910,3519,4301,4730,4257,5203,6040,5436,6644,6260,5634,6886,860Z200US94105,239781,8316
94107,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",3240,2916,3564,3880,3492,4268,4700,4230,5170,6000,5400,6600,6220,5598,6842,860Z200US94107,186123,15761
94108,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,3730,3357,4103,3960,3564,4356,860Z200US94108,63864,6326
94109,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2130,1917,2343,2550,2295,2805,3090,2781,3399,3950,3555,4345,4090,3681,4499,860Z200US94109,112201,31899
94110,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2120,1908,2332,2540,2286,2794,3080,2772,3388,3930,3537,4323,4080,3672,4488,860Z200US94110,152403,26984
94111,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2680,2412,2948,3210,2889,3531,3890,3501,4279,4970,4473,5467,5150,4635,5665,860Z200US94111,131343,2471
94112,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,3730,3357,4103,3960,3564,4356,860Z200US94112,130906,23274
94114,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2660,2394,2926,3190,2871,3509,3860,3474,4246,4930,4437,5423,5110,4599,5621,860Z200US94114,196528,16804
94115,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2840,2556,3124,3400,3060,3740,4120,3708,4532,5260,4734,5786,5450,4905,5995,860Z200US94115,154264,16725
94116,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2730,2457,3003,3270,2943,3597,3960,3564,4356,5060,4554,5566,5240,4716,5764,860Z200US94116,152587,15355
94117,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2630,2367,2893,3160,2844,3476,3820,3438,4202,4880,4392,5368,5060,4554,5566,860Z200US94117,175096,17558
94118,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2280,2052,2508,2730,2457,3003,3300,2970,3630,4220,3798,4642,4370,3933,4807,860Z200US94118,159550,16995
94121,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,3730,3357,4103,3960,3564,4356,860Z200US94121,138353,18175
94122,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2280,2052,2508,2730,2457,3003,3310,2979,3641,4230,3807,4653,4380,3942,4818,860Z200US94122,145717,22375
94123,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",3160,2844,3476,3780,3402,4158,4580,4122,5038,5850,5265,6435,6060,5454,6666,860Z200US94123,222689,12510
94124,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,3730,3357,4103,3960,3564,4356,860Z200US94124,82928,10982
94127,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2650,2385,2915,3250,2925,3575,3880,3492,4268,4750,4275,5225,5170,4653,5687,860Z200US94127,205429,7466
94129,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2480,2232,2728,2970,2673,3267,3590,3231,3949,4590,4131,5049,4760,4284,5236,860Z200US94129,236190,1338
94130,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2460,2214,2706,2950,2655,3245,3570,3213,3927,4560,4104,5016,4730,4257,5203,860Z200US94130,91750,617
94131,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2720,2448,2992,3260,2934,3586,3950,3555,4345,5050,4545,5555,5230,4707,5753,860Z200US94131,198779,12469
94132,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2070,1863,2277,2510,2259,2761,3000,2700,3300,3830,3447,4213,3970,3573,4367,860Z200US94132,118557,10686
94133,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,3730,3357,4103,3960,3564,4356,860Z200US94133,83025,12954
94134,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,3730,3357,4103,3960,3564,4356,860Z200US94134,107566,12545
94158,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",3010,2709,3311,3610,3249,3971,4370,3933,4807,5580,5022,6138,5790,5211,6369,860Z200US94158,184294,4907
94303,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2350,2115,2585,2760,2484,3036,3300,2970,3630,4270,3843,4697,4510,4059,4961,860Z200US94303,148031,14485
94401,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2360,2124,2596,2830,2547,3113,3420,3078,3762,4370,3933,4807,4530,4077,4983,860Z200US94401,121258,13086
94402,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",3120,2808,3432,3730,3357,4103,4520,4068,4972,5770,5193,6347,5980,5382,6578,860Z200US94402,179683,9944
94403,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",3060,2754,3366,3670,3303,4037,4440,3996,4884,5670,5103,6237,5880,5292,6468,860Z200US94403,179825,16372
94404,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",3450,3105,3795,4140,3726,4554,5010,4509,5511,6400,5760,7040,6630,5967,7293,860Z200US94404,182417,14583
94901,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2150,1935,2365,2580,2322,2838,3120,2808,3432,3990,3591,4389,4130,3717,4543,860Z200US94901,108837,15663
94903,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2880,2592,3168,3450,3105,3795,4180,3762,4598,5340,4806,5874,5530,4977,6083,860Z200US94903,127464,12226
94904,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2260,2034,2486,2710,2439,2981,3280,2952,3608,4190,3771,4609,4340,3906,4774,860Z200US94904,161875,5651
94920,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2820,2538,3102,3380,3042,3718,4100,3690,4510,5230,4707,5753,5420,4878,5962,860Z200US94920,238304,4942
94924,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,3730,3357,4103,3960,3564,4356,860Z200US94924,96442,551
94925,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",3060,2754,3366,3670,3303,4037,4440,3996,4884,5670,5103,6237,5880,5292,6468,860Z200US94925,220771,4037
94930,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2230,2007,2453,2680,2412,2948,3240,2916,3564,4140,3726,4554,4290,3861,4719,860Z200US94930,136341,3544
94933,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2870,2583,3157,3440,3096,3784,4160,3744,4576,5310,4779,5841,5510,4959,6061,860Z200US94933,128561,585
94937,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2400,2160,2640,2870,2583,3157,3480,3132,3828,4450,4005,4895,4610,4149,5071,860Z200US94937,69464,565
94938,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2170,1953,2387,2610,2349,2871,3150,2835,3465,4020,3618,4422,4200,3780,4620,860Z200US94938,150250,246
94939,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2820,2538,3102,3380,3042,3718,4090,3681,4499,5220,4698,5742,5420,4878,5962,860Z200US94939,182743,3431
94941,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2730,2457,3003,3270,2943,3597,3960,3564,4356,5060,4554,5566,5240,4716,5764,860Z200US94941,210217,12534
94945,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,3770,3393,4147,3960,3564,4356,860Z200US94945,109750,7093
94946,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,3730,3357,4103,3960,3564,4356,860Z200US94946,166875,288
94947,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2250,2025,2475,2690,2421,2959,3260,2934,3586,4160,3744,4576,4320,3888,4752,860Z200US94947,126690,8938
94949,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2360,2124,2596,2830,2547,3113,3430,3087,3773,4380,3942,4818,4540,4086,4994,860Z200US94949,116101,7226
94952,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,4010,3609,4411,4280,3852,4708,860Z200US94952,115097,13990
94956,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2050,1845,2255,2510,2259,2761,2990,2691,3289,3730,3357,4103,3960,3564,4356,860Z200US94956,79241,678
94957,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",3110,2799,3421,3730,3357,4103,4510,4059,4961,5760,5184,6336,5970,5373,6567,860Z200US94957,"250,000+",709
94960,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2510,2259,2761,3010,2709,3311,3640,3276,4004,4650,4185,5115,4820,4338,5302,860Z200US94960,172332,6192
94965,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2720,2448,2992,3260,2934,3586,3950,3555,4345,5050,4545,5555,5230,4707,5753,860Z200US94965,140417,6253
94973,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2080,1872,2288,2510,2259,2761,3020,2718,3322,3860,3474,4246,4000,3600,4400,860Z200US94973,207273,652
94020,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2910,2619,3201,3280,2952,3608,4030,3627,4433,5170,4653,5687,5430,4887,5973,860Z200US94020,"250,000+",762
94022,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3160,2844,3476,3540,3186,3894,4190,3771,4609,5510,4959,6061,5970,5373,6567,860Z200US94022,"250,000+",7268
94024,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3260,2934,3586,3710,3339,4081,4340,3906,4774,5730,5157,6303,6240,5616,6864,860Z200US94024,"250,000+",8016
94028,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2710,2439,2981,3190,2871,3509,3820,3438,4202,4940,4446,5434,5190,4671,5709,860Z200US94028,"250,000+",2625
94040,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3200,2880,3520,3640,3276,4004,4250,3825,4675,5620,5058,6182,6110,5499,6721,860Z200US94040,184494,15347
94041,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2920,2628,3212,3320,2988,3652,3880,3492,4268,5130,4617,5643,5580,5022,6138,860Z200US94041,168980,6652
94043,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2900,2610,3190,3300,2970,3630,3860,3474,4246,5100,4590,5610,5550,4995,6105,860Z200US94043,180781,13257
94085,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3180,2862,3498,3610,3249,3971,4220,3798,4642,5580,5022,6138,6070,5463,6677,860Z200US94085,183563,9112
94086,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2910,2619,3201,3310,2979,3641,3870,3483,4257,5110,4599,5621,5570,5013,6127,860Z200US94086,180217,20166
94087,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3090,2781,3399,3520,3168,3872,4110,3699,4521,5430,4887,5973,5910,5319,6501,860Z200US94087,200778,20384
94089,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3150,2835,3465,3580,3222,3938,4180,3762,4598,5520,4968,6072,6010,5409,6611,860Z200US94089,153725,9129
94301,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2970,2673,3267,3380,3042,3718,3950,3555,4345,5220,4698,5742,5680,5112,6248,860Z200US94301,235529,7080
94303,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2350,2115,2585,2760,2484,3036,3300,2970,3630,4270,3843,4697,4510,4059,4961,860Z200US94303,148031,14485
94304,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3210,2889,3531,3650,3285,4015,4260,3834,4686,5630,5067,6193,6130,5517,6743,860Z200US94304,162569,2117
94305,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",1940,1746,2134,2190,1971,2409,2540,2286,2794,3250,2925,3575,3600,3240,3960,860Z200US94305,72470,3689
94306,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2850,2565,3135,3240,2916,3564,3790,3411,4169,5010,4509,5511,5450,4905,5995,860Z200US94306,186479,10794
94550,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2430,2187,2673,2700,2430,2970,3300,2970,3630,4220,3798,4642,5000,4500,5500,860Z200US94550,177218,17524
95002,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2250,2025,2475,2560,2304,2816,2990,2691,3289,3950,3555,4345,4300,3870,4730,860Z200US95002,89861,545
95008,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2660,2394,2926,3020,2718,3322,3530,3177,3883,4660,4194,5126,5080,4572,5588,860Z200US95008,142841,18700
95014,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3340,3006,3674,3800,3420,4180,4440,3996,4884,5870,5283,6457,6390,5751,7029,860Z200US95014,229074,21960
95020,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2070,1863,2277,2350,2115,2585,2750,2475,3025,3630,3267,3993,3960,3564,4356,860Z200US95020,134242,19621
95023,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2150,1935,2365,2190,1971,2409,2830,2547,3113,3840,3456,4224,4080,3672,4488,860Z200US95023,108156,17523
95030,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2610,2349,2871,2970,2673,3267,3470,3123,3817,4590,4131,5049,4990,4491,5489,860Z200US95030,"250,000+",5201
95032,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2840,2556,3124,3230,2907,3553,3770,3393,4147,4980,4482,5478,5420,4878,5962,860Z200US95032,195188,10508
95033,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3280,2952,3608,3530,3177,3883,4350,3915,4785,5620,5058,6182,6000,5400,6600,860Z200US95033,183836,3869
95035,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2850,2565,3135,3240,2916,3564,3790,3411,4169,5010,4509,5511,5450,4905,5995,860Z200US95035,176723,24801
95037,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2120,1908,2332,2410,2169,2651,2820,2538,3102,3730,3357,4103,4060,3654,4466,860Z200US95037,158256,16512
95046,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2130,1917,2343,2420,2178,2662,2830,2547,3113,3740,3366,4114,4070,3663,4477,860Z200US95046,157458,1947
95050,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2510,2259,2761,2860,2574,3146,3340,3006,3674,4410,3969,4851,4800,4320,5280,860Z200US95050,130051,15552
95051,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2980,2682,3278,3390,3051,3729,3960,3564,4356,5230,4707,5753,5700,5130,6270,860Z200US95051,185632,23571
95054,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3330,2997,3663,3790,3411,4169,4430,3987,4873,5850,5265,6435,6370,5733,7007,860Z200US95054,204052,9419
95070,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2960,2664,3256,3310,2979,3641,3940,3546,4334,5170,4653,5687,5590,5031,6149,860Z200US95070,240980,11124
95076,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2610,2349,2871,2710,2439,2981,3440,3096,3784,4400,3960,4840,4640,4176,5104,860Z200US95076,86685,24799
95110,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2440,2196,2684,2770,2493,3047,3240,2916,3564,4280,3852,4708,4660,4194,5126,860Z200US95110,132800,6740
95111,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",1940,1746,2134,2190,1971,2409,2540,2286,2794,3330,2997,3663,3620,3258,3982,860Z200US95111,97162,15833
95112,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2300,2070,2530,2620,2358,2882,3060,2754,3366,4040,3636,4444,4400,3960,4840,860Z200US95112,89649,21264
95113,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2850,2565,3135,3240,2916,3564,3790,3411,4169,5010,4509,5511,5450,4905,5995,860Z200US95113,140938,1501
95116,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2120,1908,2332,2410,2169,2651,2820,2538,3102,3730,3357,4103,4060,3654,4466,860Z200US95116,83428,13455
95117,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2350,2115,2585,2670,2403,2937,3120,2808,3432,4120,3708,4532,4490,4041,4939,860Z200US95117,115778,10144
95118,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2360,2124,2596,2680,2412,2948,3130,2817,3443,4140,3726,4554,4500,4050,4950,860Z200US95118,148438,11329
95119,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2680,2412,2948,3050,2745,3355,3560,3204,3916,4700,4230,5170,5120,4608,5632,860Z200US95119,164129,3503
95120,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2700,2430,2970,3030,2727,3333,3580,3222,3938,4710,4239,5181,5100,4590,5610,860Z200US95120,"250,000+",12583
95121,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2690,2421,2959,3070,2763,3377,3580,3222,3938,4730,4257,5203,5150,4635,5665,860Z200US95121,133700,9783
95122,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2120,1908,2332,2410,2169,2651,2820,2538,3102,3730,3357,4103,4060,3654,4466,860Z200US95122,103406,12017
95123,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2660,2394,2926,3030,2727,3333,3540,3186,3894,4680,4212,5148,5090,4581,5599,860Z200US95123,136364,24251
95124,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2760,2484,3036,3140,2826,3454,3670,3303,4037,4850,4365,5335,5280,4752,5808,860Z200US95124,188433,17523
95125,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2380,2142,2618,2710,2439,2981,3160,2844,3476,4180,3762,4598,4550,4095,5005,860Z200US95125,148422,20927
95126,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2560,2304,2816,2910,2619,3201,3400,3060,3740,4490,4041,4939,4890,4401,5379,860Z200US95126,127297,15920
95127,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2260,2034,2486,2570,2313,2827,3000,2700,3300,3960,3564,4356,4320,3888,4752,860Z200US95127,120548,15804
95128,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2580,2322,2838,2940,2646,3234,3430,3087,3773,4530,4077,4983,4930,4437,5423,860Z200US95128,122647,14070
95129,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2690,2421,2959,3070,2763,3377,3580,3222,3938,4730,4257,5203,5150,4635,5665,860Z200US95129,182662,14177
95130,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2080,1872,2288,2370,2133,2607,2770,2493,3047,3660,3294,4026,3980,3582,4378,860Z200US95130,155787,4745
95131,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2870,2583,3157,3270,2943,3597,3820,3438,4202,5050,4545,5555,5490,4941,6039,860Z200US95131,170128,9954
95132,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2910,2619,3201,3310,2979,3641,3870,3483,4257,5110,4599,5621,5570,5013,6127,860Z200US95132,172266,11913
95133,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2350,2115,2585,2670,2403,2937,3120,2808,3432,4120,3708,4532,4490,4041,4939,860Z200US95133,132069,8992
95134,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3570,3213,3927,4060,3654,4466,4740,4266,5214,6260,5634,6886,6820,6138,7502,860Z200US95134,196847,13761
95135,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3060,2754,3366,3490,3141,3839,4040,3636,4444,5240,4716,5764,5710,5139,6281,860Z200US95135,196179,7583
95136,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2540,2286,2794,2890,2601,3179,3370,3033,3707,4450,4005,4895,4850,4365,5335,860Z200US95136,143696,16058
95138,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2600,2340,2860,2960,2664,3256,3460,3114,3806,4570,4113,5027,4980,4482,5478,860Z200US95138,194300,5638
95139,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3230,2907,3553,3670,3303,4037,4290,3861,4719,5670,5103,6237,6170,5553,6787,860Z200US95139,193061,2172
95148,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",3050,2745,3355,3470,3123,3817,4050,3645,4455,5350,4815,5885,5830,5247,6413,860Z200US95148,160729,12111
94515,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1730,1557,1903,1920,1728,2112,2520,2268,2772,3370,3033,3707,3730,3357,4103,860Z200US94515,97202,2671
94574,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1730,1557,1903,1920,1728,2112,2520,2268,2772,3370,3033,3707,3730,3357,4103,860Z200US94574,139779,3293
94928,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",2140,1926,2354,2360,2124,2596,3100,2790,3410,4260,3834,4686,4550,4095,5005,860Z200US94928,96622,16841
94931,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3400,3060,3740,3620,3258,3982,860Z200US94931,103105,4119
94945,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",2050,1845,2255,2510,2259,2761,2990,2691,3289,3770,3393,4147,3960,3564,4356,860Z200US94945,109750,7093
94951,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1800,1620,1980,1990,1791,2189,2610,2349,2871,3590,3231,3949,3830,3447,4213,860Z200US94951,116093,1472
94952,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",2050,1845,2255,2510,2259,2761,2990,2691,3289,4010,3609,4411,4280,3852,4708,860Z200US94952,115097,13990
94954,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",2360,2124,2596,2610,2349,2871,3430,3087,3773,4720,4248,5192,5030,4527,5533,860Z200US94954,107564,14886
95401,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1960,1764,2156,2160,1944,2376,2840,2556,3124,3900,3510,4290,4170,3753,4587,860Z200US95401,93513,13831
95403,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",2010,1809,2211,2220,1998,2442,2910,2619,3201,4000,3600,4400,4270,3843,4697,860Z200US95403,94480,16567
95404,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1880,1692,2068,2080,1872,2288,2730,2457,3003,3750,3375,4125,4000,3600,4400,860Z200US95404,102802,15642
95405,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",2150,1935,2365,2380,2142,2618,3120,2808,3432,4290,3861,4719,4580,4122,5038,860Z200US95405,117931,9419
95407,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1760,1584,1936,1940,1746,2134,2550,2295,2805,3510,3159,3861,3740,3366,4114,860Z200US95407,82807,13098
95409,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",2230,2007,2453,2470,2223,2717,3240,2916,3564,4450,4005,4895,4750,4275,5225,860Z200US95409,105736,11693
95421,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3370,3033,3707,3570,3213,3927,860Z200US95421,76905,636
95425,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3370,3033,3707,3570,3213,3927,860Z200US95425,107281,4515
95436,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3380,3042,3718,3610,3249,3971,860Z200US95436,96023,2382
95439,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",2040,1836,2244,2250,2025,2475,2950,2655,3245,4060,3654,4466,4330,3897,4763,860Z200US95439,165216,276
95441,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3370,3033,3707,3570,3213,3927,860Z200US95441,128375,745
95442,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1730,1557,1903,1910,1719,2101,2510,2259,2761,3450,3105,3795,3680,3312,4048,860Z200US95442,131696,1421
95444,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1820,1638,2002,2010,1809,2211,2640,2376,2904,3630,3267,3993,3870,3483,4257,860Z200US95444,210650,240
95445,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3370,3033,3707,3570,3213,3927,860Z200US95445,93365,861
95446,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3370,3033,3707,3570,3213,3927,860Z200US95446,88643,2452
95448,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",2010,1809,2211,2230,2007,2453,2920,2628,3212,4010,3609,4411,4280,3852,4708,860Z200US95448,103048,6495
95452,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1920,1728,2112,2130,1917,2343,2790,2511,3069,3770,3393,4147,4110,3699,4521,860Z200US95452,134293,559
95461,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1760,1584,1936,1920,1728,2112,2520,2268,2772,3370,3033,3707,3890,3501,4279,860Z200US95461,81830,1319
95462,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3370,3033,3707,3570,3213,3927,860Z200US95462,68333,612
