ZIP_CODE,HUD_AREA_CODE,CITY_STATE,RENT_STUDIO,RENT_STUDIO_90,RENT_STUDIO_110,RENT_1BD,RENT_1BD_90,RENT_1BD_110,RENT_2BD,RENT_2BD_90,RENT_2BD_110,RENT_3BD,RENT_3BD_90,RENT_3BD_110,RENT_4BD,RENT_4BD_90,RENT_4BD_110,GEO_ID,MEDIAN_INCOME_HOUSEHOLD_EST,TOTAL_HOUSEHOLDS_EST
95465,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3370,3033,3707,3570,3213,3927,860Z200US95465,123650,525
95471,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3370,3033,3707,3570,3213,3927,860Z200US95471,69046,351
95472,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1820,1638,2002,2010,1809,2211,2640,2376,2904,3630,3267,3993,3870,3483,4257,860Z200US95472,109775,11608
95476,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1970,1773,2167,2180,1962,2398,2860,2574,3146,3930,3537,4323,4200,3780,4620,860Z200US95476,108322,14996
95492,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",2120,1908,2332,2340,2106,2574,3070,2763,3377,4220,3798,4642,4500,4050,4950,860Z200US95492,131022,9643
95497,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",1700,1530,1870,1890,1701,2079,2470,2223,2717,3370,3033,3707,3570,3213,3927,860Z200US95497,121731,654
94503,METRO46700M46700,"Vallejo, CA MSA",2140,1926,2354,2370,2133,2607,3110,2799,3421,3960,3564,4356,4630,4167,5093,860Z200US94503,123657,5971
94510,METRO46700M46700,"Vallejo, CA MSA",1800,1620,1980,1980,1782,2178,2530,2277,2783,3380,3042,3718,3830,3447,4213,860Z200US94510,125222,10925
94533,METRO46700M46700,"Vallejo, CA MSA",1560,1404,1716,1710,1539,1881,2180,1962,2398,2920,2628,3212,3300,2970,3630,860Z200US94533,85990,24645
94534,METRO46700M46700,"Vallejo, CA MSA",2030,1827,2233,2210,1989,2431,2820,2538,3102,3770,3393,4147,4270,3843,4697,860Z200US94534,139349,13738
94535,METRO46700M46700,"Vallejo, CA MSA",2240,2016,2464,2430,2187,2673,3080,2772,3388,4110,3699,4521,4650,4185,5115,860Z200US94535,83525,1000
94558,METRO46700M46700,"Vallejo, CA MSA",2000,1800,2200,2210,1989,2431,2900,2610,3190,3690,3321,4059,4320,3888,4752,860Z200US94558,109444,24501
94571,METRO46700M46700,"Vallejo, CA MSA",1130,1017,1243,1240,1116,1364,1580,1422,1738,2110,1899,2321,2390,2151,2629,860Z200US94571,85212,5440
94585,METRO46700M46700,"Vallejo, CA MSA",1660,1494,1826,1800,1620,1980,2300,2070,2530,3070,2763,3377,3480,3132,3828,860Z200US94585,96713,9585
94589,METRO46700M46700,"Vallejo, CA MSA",1560,1404,1716,1710,1539,1881,2180,1962,2398,2960,2664,3256,3300,2970,3630,860Z200US94589,91313,9451
94590,METRO46700M46700,"Vallejo, CA MSA",1560,1404,1716,1710,1539,1881,2180,1962,2398,2920,2628,3212,3300,2970,3630,860Z200US94590,66957,15210
94591,METRO46700M46700,"Vallejo, CA MSA",1730,1557,1903,1920,1728,2112,2520,2268,2772,3280,2952,3608,3730,3357,4103,860Z200US94591,107849,19711
94592,METRO46700M46700,"Vallejo, CA MSA",2340,2106,2574,2560,2304,2816,3270,2943,3597,4370,3933,4807,4950,4455,5445,860Z200US94592,122625,441
95612,METRO46700M46700,"Vallejo, CA MSA",2190,1971,2409,2210,1989,2431,2880,2592,3168,3990,3591,4389,4340,3906,4774,860Z200US95612,87031,451
95616,METRO46700M46700,"Vallejo, CA MSA",1910,1719,2101,1930,1737,2123,2510,2259,2761,3480,3132,3828,3790,3411,4169,860Z200US95616,74758,18356
95618,METRO46700M46700,"Vallejo, CA MSA",2020,1818,2222,2030,1827,2233,2650,2385,2915,3670,3303,4037,4000,3600,4400,860Z200US95618,112454,10282
95620,METRO46700M46700,"Vallejo, CA MSA",1560,1404,1716,1710,1539,1881,2180,1962,2398,2920,2628,3212,3300,2970,3630,860Z200US95620,100224,7805
95687,METRO46700M46700,"Vallejo, CA MSA",1750,1575,1925,1900,1710,2090,2410,2169,2651,3190,2871,3509,3580,3222,3938,860Z200US95687,106648,22991
95688,METRO46700M46700,"Vallejo, CA MSA",1610,1449,1771,1740,1566,1914,2210,1989,2431,2930,2637,3223,3320,2988,3652,860Z200US95688,115791,14120
95690,METRO46700M46700,"Vallejo, CA MSA",1330,1197,1463,1400,1260,1540,1720,1548,1892,2290,2061,2519,2640,2376,2904,860Z200US95690,88173,612
95694,METRO46700M46700,"Vallejo, CA MSA",1560,1404,1716,1710,1539,1881,2180,1962,2398,2920,2628,3212,3300,2970,3630,860Z200US95694,107415,3484
